Source,Target
35270746,34314020
34121466,34314020
36010661,34314020
36515771,34314020
33698682,34314020
33951339,33072704
37170311,33072704
33635046,33072704
33499612,33285865
31953053,33285865
31485056,33285865
37497282,37421288
36111508,37421288
36155991,32007408
32828349,32007408
35126985,32007408
34775898,32007408
36316105,34854626
31418746,34854626
35229736,34854626
34215631,34854626
34715441,31147812
31957876,31147812
34907492,30821120
34500189,30821120
31866957,30821120
33610433,31663416
31572282,31663416
30386190,35010632
32969433,35010632
33665547,35010632
31901447,35010632
34300008,35010632
31418843,35010632
35380267,30766597
31109009,36213351
35841112,36213351
35177349,34430177
31159489,34430177
35517127,34430177
31566664,34430177
35340926,34430177
32976132,34430177
34646710,34430177
31157727,34430177
31555707,34430177
35983547,30481200
30301579,30481200
34815383,30481200
32929263,30481200
38147148,38128544
38104881,38128544
38122354,38128544
38140936,38128544
38167459,38128544
38173055,38128544
38178317,38128544
38111299,38128544
38116097,38128544
36410691,36690494
37041794,36690494
38150001,38149788
35323425,33201803
32847442,36534473
32861983,36534473
32646845,36534473
31740177,33297576
30326306,33297576
32148406,33297576
31663416,31572282
35388577,36867687
37170311,36867687
35040012,36867687
35579608,34432117
35013698,34432117
35280730,36455843
34778797,36455843
36513395,36455843
34944317,36455843
32258342,36455843
31886097,33705987
32860671,33705987
32228957,33705987
37147197,32645288
32266744,32645288
30607876,32645288
32997178,32645288
33793617,32645288
33204437,32645288
36395501,34620785
34888883,34620785
31728829,34620785
30440876,34620785
34651237,34620785
34925668,35391334
36421302,35391334
36358272,35391334
32164247,35391334
33543576,35391334
36391361,36245659
36568103,36245659
35659752,36245659
37279318,36245659
36406091,36245659
33099735,36245659
36463325,36245659
36478328,36245659
35492781,36245659
36270278,36245659
33978116,36245659
36198025,36245659
36228073,36245659
36075064,36245659
34154315,36245659
35190176,36245659
33612929,36245659
36152241,36245659
36177958,36245659
35720135,35651432
33000163,35651432
35675480,35651432
36245659,35651432
33931680,35651432
36161601,35651432
31052616,35651432
36078731,35651432
30495603,35651432
36151441,35651432
36463325,35651432
36568103,35651432
34792695,35651432
33296443,35651432
36850717,35651432
36445571,35651432
35675480,35720135
36161601,35720135
35388577,35720135
33951339,35720135
35651432,35720135
35040012,35720135
36867687,35720135
32807102,35720135
35720135,35675480
37318314,35675480
36078731,35675480
35651432,35675480
32995860,35675480
36245659,35675480
36161601,35675480
35850673,35675480
36116546,35675480
33849767,35675480
34360993,35675480
35520477,35675480
34275248,35675480
31572282,32569424
31169150,33613909
35613764,33613909
31169150,35613764
33613909,35613764
30005014,35613764
35180449,35073967
34573275,35073967
30304742,35073967
31744904,35073967
34417753,35073967
33483596,35073967
30365104,30042430
35778294,34567800
34566863,34567800
33094637,35091785
37247226,35091785
32612454,35091785
33214297,35091785
33505256,35091785
30717048,35091785
34573554,35784331
35268526,32844106
31539260,32844106
32957588,30372868
35463701,30372868
36690494,37041794
35778294,34566863
34472923,34566863
34567800,34566863
34776964,34566863
36559711,33344305
34107685,33344305
34656563,33344305
30043978,34486294
34499531,34486294
34458208,34486294
31159489,34486294
31157727,34486294
33787629,34486294
36151441,30495603
38162111,38162011
38162392,38162011
30921478,35335046
32683237,35335046
32796649,35335046
36233085,30942077
35411396,30942077
34011644,30942077
36492287,34497163
34528514,34497163
32218506,34497163
35518957,36500133
31669988,36500133
34982608,36500133
34689276,36500133
34998748,34661391
30043978,33011319
36160751,33011319
34486294,33011319
13112848,33011319
32470936,31908488
33502929,31908488
30361382,31908488
35335046,32796649
31388235,32796649
35715074,34314599
35715074,33311895
30323260,33311895
34314599,33311895
30335612,33311895
36000324,30107434
31555707,30107434
31566664,30107434
35177349,30107434
36041833,30107434
36471636,35887691
36011232,35887691
36463325,35887691
35864767,35887691
35822030,35887691
30682299,35887691
32969433,32965847
35299215,32965847
31614879,32965847
32806778,32965847
35140746,32965847
32825055,32965847
32785162,32965847
34791834,32965847
34939280,30841878
33206284,30841878
36122948,30841878
34318860,30841878
35268010,30841878
33338679,35296119
33770373,35296119
32340544,35296119
34569021,31803345
34192379,31803345
37039696,33663292
33040304,33663292
35689745,33663292
33446650,33663292
31665073,33663292
36586353,33870954
36205515,33870954
36546431,33870954
34848489,33870954
34806299,33862585
35184484,33862585
32079324,33862585
35296119,32340544
35331161,32340544
34012515,32340544
34190424,33780711
32927086,33780711
34141453,36868903
31089802,36868903
33069561,36868903
35295870,34353844
33743051,34353844
35066447,34353844
30615749,34353844
32225058,34353844
32340544,34012515
35331161,34012515
33057590,33580970
34907470,33580970
34755041,33580970
34888827,33580970
34185374,33580970
32617605,33580970
31044794,33580970
36170611,35536585
31507237,35536585
36046679,35536585
35150735,35536585
33091950,35536585
36509005,35536585
30760106,35536585
35001677,35536585
33830935,35536585
34971828,35536585
37481484,35536585
35766867,35724927
36279553,35724927
35821914,35724927
36215277,35724927
30744917,35724927
35207779,35724927
30743467,35724927
35894753,35724927
36610110,35724927
34590502,35724927
32790086,35724927
30490134,35724927
34925204,35724927
32645417,35724927
35371711,34518939
34519830,34518939
33142109,34518939
33431751,34518939
35844574,34518939
35632494,30266166
30263950,30266166
35992914,30266166
35365148,30266166
31155268,30266166
32880111,35480698
37136296,35480698
34032260,35480698
30430224,35480698
36136244,35480698
36868903,33069561
34141453,33069561
31089802,33069561
33345497,33069561
36370321,35451582
36371441,35451582
35371711,33431751
34518939,33431751
33142109,33431751
35844574,33431751
32597127,33431751
33435221,33431751
34566863,34472923
35127730,34472923
30984058,34472923
35601155,34472923
35778294,34472923
33502929,30361382
36228073,36198025
34766752,34473553
31199415,34473553
34698258,34473553
34450505,34473553
36378608,36017897
34996175,36017897
33702374,36017897
35282077,36017897
33563819,31969026
31221368,31969026
34615712,31969026
36031203,33399512
31306139,33399512
35499025,30576513
13102929,30576513
35499025,32737635
34142485,35327137
36233085,34511945
30021159,34511945
34011644,34511945
36625873,34511945
33234232,34511945
30629574,36267341
35280730,34944317
33968797,34944317
36455843,34944317
34778797,34944317
30629574,30084918
35870061,36136603
36391077,36136603
34715436,36136603
36161729,36136603
34020148,33026419
36132778,33026419
34271973,33026419
34020148,34271973
33026419,34271973
34827153,30578489
35764337,30578489
37658468,36555644
36186258,36555644
36568103,36555644
34752815,36555644
38159838,38159825
38160051,38159825
38167062,38159825
36445637,34120367
31019733,34120367
33793152,34120367
33935013,32079324
33849767,32079324
35184484,32079324
34222014,32079324
33127695,32079324
31285728,32079324
34275248,32079324
33862585,32079324
34193810,32079324
33042426,36437537
33594174,36437537
34017409,36437537
33906809,36437537
34604353,34370393
35315126,34370393
34519830,34370393
35011016,34370393
35222999,34370393
34536102,34370393
34454325,34370393
33997035,34370393
35381782,34370393
33678667,34370393
36136603,36161729
35870061,36161729
36391077,36161729
35338676,36161729
35108592,36161729
34363597,36161729
34327739,36161729
35887691,35864767
35822030,35864767
34886451,35864767
36011232,35864767
34141453,31089802
33069561,31089802
36329136,33485153
35022024,33485153
35591692,33485153
31117064,35592527
32596129,35592527
31236539,35592527
36504565,36509560
36235900,36509560
35324830,36509560
34711873,36678181
35437660,36678181
33900051,36678181
34711873,33900051
36678181,33900051
34973009,33900051
33540957,36815279
36491601,32967687
36171207,32967687
35199660,32967687
35626127,32967687
35206646,32967687
36634418,32822544
36012541,32822544
34517800,32822544
33769704,32822544
36509560,36235900
36030754,36235900
30957825,31136953
34368610,31136953
36159777,31136953
35013635,36030754
36235900,36030754
36509560,36030754
36504565,36030754
34519830,34536102
36815279,30849992
33540957,30849992
31479986,30849992
31746773,30849992
30485391,34732103
33922695,34732103
30849992,33540957
36815279,33540957
32206134,33540957
31479986,33540957
31746773,33540957
31826244,33540957
35822030,36568103
36186258,36568103
34990828,36568103
36463325,36568103
36245659,36568103
34752815,36568103
34886451,36568103
36471636,36568103
31742452,36568103
35864767,36568103
33998974,36568103
36555644,36568103
36011232,36568103
33868356,36568103
35127691,36568103
38160848,38160425
37744164,37761324
37257703,37761324
36631185,34825359
30841878,36122948
34939280,36122948
33282511,36122948
33206284,36122948
37161522,36122948
35268010,36122948
35536585,36509005
36170611,36509005
35001677,36509005
32651827,36119719
34356600,36119719
34669487,36119719
30494424,35054616
35592506,33410096
37318314,35850673
35675480,35850673
33849767,35850673
34023993,35850673
33935013,35850673
33127695,35850673
34443356,35850673
34275248,35850673
31134312,34751921
36055955,34751921
36504705,34751921
30268255,34751921
34303318,34751921
33161816,34751921
30732366,32009745
31395190,32009745
32957386,32009745
32822544,36012541
36634418,36012541
33769704,36012541
32822544,36634418
36098656,36634418
36548524,36634418
36012541,36634418
33769704,36634418
30266166,30263950
32967217,30263950
35992914,30263950
35539241,30263950
35365148,30263950
32009745,31395190
30732366,31395190
35225318,31996802
34809340,31996802
30864510,31996802
30467802,31996802
30120139,34263413
32360191,34263413
34998099,36084901
31928542,36084901
32999895,36084901
35744199,36084901
36239064,36084901
35992914,32967217
30266166,32967217
30263950,32967217
36395501,34888883
30932501,34888883
34620785,34888883
37272767,34971914
35789673,34971914
36180610,34971914
34982608,34689276
36500133,34689276
31669988,34689276
35518957,34689276
35024926,34689276
34703461,34689276
36119719,34356600
33250770,34356600
32651827,34356600
30252802,34356600
37272322,34110689
32993536,34110689
35275582,34110689
32965614,34110689
34847864,34110689
31133876,34110689
33665547,30386190
35010632,30386190
35957532,33823102
32296615,33823102
34216177,33823102
35957532,32296615
33823102,32296615
35875010,34238680
32737635,34238680
34622328,34238680
32930148,34238680
30754215,30614434
33168263,30614434
30743501,30614434
31507237,35150735
33091950,35150735
35536585,35150735
37370157,35485522
30245301,35485522
36238058,35485522
30727425,35485522
30924179,35485522
34826255,35485522
35501416,35485522
33715039,35485522
31898053,35485522
36084901,35744199
30820552,35744199
32999895,35744199
32037811,35744199
36533237,31391019
33199727,31391019
36243824,31391019
35150735,33091950
31507237,33091950
36176638,35994501
31532321,35994501
30085806,35994501
33771608,35994501
38155080,38154413
34244225,32767617
33028703,32767617
38160780,38159792
38159825,38159792
38160407,38159792
38161825,38159792
38159838,38159792
36437537,33042426
31055510,33042426
33594174,33042426
35455014,33042426
30668086,33042426
34017409,33042426
33906809,33042426
32810498,33042426
35957532,31035207
30229600,31035207
34168186,31035207
34216177,31035207
30485394,31035207
30015431,31035207
34971914,35789673
36180610,35789673
37272767,35789673
34971914,36180610
37272767,36180610
35789673,36180610
31052152,34032260
32880111,34032260
35480698,34032260
35574047,34032260
30430224,34032260
32497744,34032260
30566538,34032260
38159177,38159002
38159059,38159002
32864111,32856660
34421230,32856660
35268694,32856660
35592527,32596129
31236539,32596129
33091950,31507237
35150735,31507237
33743735,35929656
30998297,35929656
32384445,35929656
32214274,35929656
35819716,35929656
32820309,35929656
34755041,34722108
37281043,34722108
35140746,34722108
35871589,34722108
35082798,34722108
35323425,34722108
36528058,36269091
36366828,36269091
37479828,36269091
36291415,36269091
36307368,36269091
34034567,35886350
36101120,35886350
30247505,35886350
34963278,35886350
34067553,35886350
35198149,35886350
36154467,35844235
35735720,35844235
36916800,35844235
36774965,35844235
35576083,35844235
36305143,35844235
36493269,33363999
30421173,33363999
36322313,33363999
35975063,34229226
36543637,34229226
35169127,30551221
35779215,30551221
34691571,30551221
31089802,34141453
36868903,34141453
33069561,34141453
33345497,34141453
35053010,32672322
35640258,32672322
35325500,32672322
36443444,32672322
32303037,32672322
31695555,32672322
35323995,32672322
34856197,32672322
33494507,32672322
34410844,30726210
36493269,30421173
33363999,30421173
36322313,30421173
36502624,36477998
36479001,36477998
36493269,36322313
30421173,36322313
38159838,38158480
34435646,35310326
34805754,35310326
34786824,35310326
38159496,38159901
38160051,38159901
36690494,36410691
37041794,36410691
35581400,36410691
35626127,36410691
36050368,36165063
35695817,36165063
32885293,36165063
36465790,33146369
36021642,33146369
30133014,33146369
31748383,33146369
36410691,35626127
36171207,35626127
35581400,35626127
32967687,35626127
35206646,35626127
36491601,35626127
36473744,31643623
31059700,31643623
31111783,31643623
33641620,33653735
32434151,33653735
34310101,33653735
36324285,31316574
33377784,34806299
35184484,34806299
35369376,34806299
30443491,34806299
33862585,34806299
34995962,34806299
36116546,34806299
34902125,34806299
32936920,34597624
33843284,34597624
30855843,30887106
35482291,30887106
31903025,30887106
30858259,30887106
34572406,32088263
37136296,32880111
34032260,32880111
30955649,32880111
35480698,32880111
35574047,32880111
36136244,32880111
30430224,32880111
35973183,30877298
37761324,37744164
37807568,37744164
37257703,37744164
34633316,35428031
34800631,35428031
35076289,35428031
36092514,35428031
35071170,35428031
35659752,36391361
36245659,36406091
36075064,36406091
36270278,36406091
37279318,36406091
35492781,36406091
33978116,36406091
36391361,36406091
36177958,36406091
36478328,36406091
38156637,38156412
38156629,38156412
38159792,38156412
36723365,35513419
37362854,35513419
30706095,35513419
34063086,35513419
35383107,35513419
36723365,37362854
36723365,34063086
35513419,34063086
30706095,34063086
34609402,33462801
31170821,31099031
36440107,35255714
36325751,35255714
37309443,35255714
33176343,35255714
33200811,35255714
33490539,35255714
36465790,31748383
33146369,31748383
38151087,38150001
38150187,38150001
33146369,36465790
36021642,36465790
31748383,36465790
30133014,36465790
34533431,36764274
35311523,36764274
35533035,36764274
33653735,33641620
30051047,33641620
34310101,33641620
33726848,33641620
30840491,35965488
34616043,35965488
35928326,35965488
35277195,32206184
36320995,32206184
30928825,32206184
36114472,30992504
34679133,30992504
36347237,30992504
38162011,38161825
38163954,38161825
33187172,37162082
32101349,37162082
33100185,34604253
35923498,34604253
33186309,34604253
36629019,35810621
36338351,35810621
32354409,35810621
35911091,35810621
32510907,36513030
34755893,36513030
34573275,36513030
36396196,36513030
32799330,36513030
33176343,36513030
36491601,36513030
32965847,32785162
34607379,32785162
31614879,32785162
36239064,32785162
35299215,32785162
34791834,32785162
36441160,32741902
34590200,32741902
32943237,32741902
32058776,32741902
30545509,32741902
35983547,32741902
30203298,32741902
30373625,32741902
31022933,32741902
35354575,32741902
33868701,32741902
34448117,32741902
31112459,32741902
32741902,30545509
38150318,38150187
36513030,34755893
32799330,34755893
34573275,34755893
36440107,34755893
35255714,34755893
34243779,34755893
33490539,34755893
36325751,34755893
33483596,34755893
30069227,36269381
32340618,36269381
37307621,33789761
36038326,33789761
33773315,33789761
31548971,33789761
38161825,38161761
38162011,38161761
33018603,35857883
32401576,35857883
31079658,13081257
31172657,13081257
35238430,13081257
32617048,31232416
34809794,31232416
30062753,31232416
35799365,31232416
33499612,31953053
33285865,31953053
31535672,35033308
35409800,35033308
36610110,36569385
36279553,36569385
37201948,36569385
36215277,36569385
33789761,36038326
36743209,36038326
35972135,36038326
36453541,36487133
37005347,36487133
36569385,36215277
36279553,36215277
36610110,36215277
31351866,35871637
36131123,35871637
31350443,35871637
33094301,35871637
31547375,35871637
34573275,33490539
34755893,33490539
35255714,33490539
30121390,30808374
36624287,30808374
36131645,30082106
34216177,30015431
35300368,30015431
30229600,30015431
35108592,36391077
36161729,36391077
36136603,36391077
35918209,36160751
30043978,36160751
33011319,36160751
13112848,36160751
34528093,36050506
34255182,36050506
35079361,36050506
31921667,30047486
30858259,30047486
32971911,33853706
34775303,34746701
36113137,34900521
33595162,34900521
36244139,30408123
30023615,30408123
31160320,30408123
33853706,32971911
30685498,32971911
32447263,30975718
30780667,30975718
31791000,30975718
32447263,30780667
30975718,30780667
31791000,30780667
33883164,36546431
33870954,36546431
36586353,36546431
35921374,35808280
36463120,36333101
36509560,36333101
36504565,36333101
38160780,38160407
38162893,38160407
34873178,32449773
32864111,32918807
32856660,32918807
30141753,34015062
31115551,34015062
30852564,35928120
30641988,35928120
33024550,35928120
36338351,33865440
33960437,33865440
33580378,33865440
33153110,33865440
36055955,34303318
31606214,34303318
35641731,34286750
31683447,32312839
30591296,32312839
30852564,33024550
35928120,33024550
30253088,33024550
30641988,33024550
35543846,35660950
32963912,32608342
32420006,32608342
32198535,32608342
31888057,32608342
32608342,32963912
32420006,32963912
32198535,32963912
31888057,32963912
32963912,31888057
32198535,31888057
32420006,31888057
32608342,31888057
36211275,36504705
37331561,36504705
35404783,36504705
33161816,36504705
34751921,36504705
31606214,36504705
31134312,36504705
33261491,31155268
35292040,31155268
35051228,31155268
33673165,32989756
35050924,32989756
30203298,36795112
36803344,36795112
30390329,36795112
36173434,36795112
34939280,35268010
34318860,35268010
30841878,35268010
36122948,35268010
34939280,34318860
35268010,34318860
32683237,34318860
30841878,34318860
36244353,32629735
34669405,32629735
36190042,32629735
32629735,36190042
36244353,36190042
34669405,36190042
35649970,36190042
35886156,36190042
34193514,36190042
31175176,33801344
38160425,38160051
38160848,38160051
33350449,33969523
35323393,33969523
36149590,33969523
35190978,33969523
36231232,33969523
36107392,33969523
36349814,33969523
30450888,33721039
31024931,34998253
35396193,34998253
33574369,34998253
31636217,33177773
34919219,33177773
32530671,31892261
34240268,30452065
30864961,30452065
34851238,33945200
36026402,33945200
33171875,33945200
35620594,33945200
32367030,33945200
35857206,33945200
30142115,31621807
34218821,31621807
30990073,30231248
35165233,35104436
36467590,35104436
33819213,30399815
35675533,30399815
34472638,30399815
34222014,34502095
31900051,34502095
36221828,34502095
30553819,34502095
30832817,34502095
32017491,34502095
35715415,34502095
34924520,34502095
35320750,30772369
31350813,30772369
34083197,30772369
30798330,30772369
35253409,30772369
31520056,30772369
30439562,30772369
31118894,33944068
31751490,33944068
31118894,33563986
31751490,33563986
34657227,33563986
31118894,31751490
33563986,31751490
36213351,31109009
35841112,31109009
36213351,35841112
31109009,35841112
36066817,33386890
33276426,33386890
35314664,33386890
35453302,33386890
34650712,31355179
31589008,31355179
36399711,31355179
34216528,31355179
30844321,31355179
32198535,32420006
32963912,32420006
31888057,32420006
32608342,32420006
31386395,32420006
32908287,35196394
33773315,35406563
36743209,35406563
34766820,35406563
30347966,35406563
32170497,35406563
32084939,35406563
32783307,32624299
35954511,35754849
35579363,35754849
34906986,31773636
35051793,31773636
34393104,31773636
31137767,31773636
34847864,32965614
32144113,32965614
33789761,31548971
35338250,31548971
37307621,31548971
33773315,31548971
30191683,31548971
31822400,31548971
35972135,31548971
33789761,30347966
34766820,30347966
32170497,30347966
34713988,30347966
32899059,30347966
31479986,30347966
35406563,30347966
34563274,30347966
33218378,30347966
34117802,30347966
35496067,30347966
31085430,30347966
32951151,33023288
34592184,33023288
32838921,33023288
37549242,37552113
37548795,37552113
32624299,32783307
36113137,33595162
34900521,33595162
35171597,34899812
36449421,34899812
34192379,34899812
31803345,34899812
34292091,34899812
35374889,34203083
35735720,34203083
32876583,34203083
35844235,34203083
35576083,34203083
35476416,34206190
32678741,34206190
32983757,34206190
35373475,34206190
35816226,34206190
32937879,32797028
32635644,32797028
31320055,32797028
34755893,36325751
35212080,36325751
30407319,32311851
31294005,32311851
30036895,35636171
35248767,35636171
35749588,31439081
30041145,35210569
34888219,35210569
35497973,35210569
32904714,35210569
35255714,36440107
33490539,36440107
30051426,36533045
36533045,30029028
31706469,30029028
30062804,30029028
30051426,30029028
35708942,30029028
35090335,33652049
33315438,33652049
35823105,33652049
30377845,33652049
32961811,33652049
34624939,31203310
35671495,31203310
32762321,31203310
35620594,36558654
36333101,36558654
36542555,36558654
36559703,36558654
30852564,30641988
33024550,30641988
35928120,30641988
35991868,35868857
35119085,35868857
33055535,35868857
30002995,35868857
30920636,35868857
31262486,35848514
33057203,35848514
33849115,35848514
32991621,35848514
33856360,34343199
34416421,34343199
33665547,33566587
30820552,33566587
30370473,33566587
32999895,33566587
35744199,33566587
30215534,33566587
35338250,35323341
38161014,38160848
33057203,33849115
31262486,33849115
33570937,33849115
35848514,33849115
33297830,33849115
36208247,33849115
31755910,33849115
36150638,33849115
34076208,33849115
31235037,33771608
35994501,33771608
31513500,31056035
30169001,31056035
32542168,31056035
32321806,33710125
34766820,31479986
30849992,31479986
33540957,31479986
31746773,31479986
30347966,31479986
38156637,38156629
38157065,38156629
36186258,34752815
36555644,34752815
33868356,34752815
31742452,34752815
35617375,35861075
31088565,35861075
30589788,35861075
30575232,35861075
31627001,35861075
35617375,31088565
31627001,31088565
30575232,31088565
35861075,31088565
30589788,31088565
30547412,31088565
36469029,35463796
32415321,35463796
35414717,35463796
31174211,35463796
30208211,35463796
34632653,35463796
35579608,31952614
36277768,31815612
32449773,31815612
32067936,31815612
34774748,32943237
34712977,35194482
36348443,35194482
36145768,35194482
37005347,35194482
