Source,Target
38172110,38171813
38172110,38171182
31149466,32895756
31149466,35893942
32066288,34865015
37506451,36893348
37506451,35656675
37506451,34169667
38165128,38164836
38165128,38166121
37708160,37349888
37708160,37008681
37708160,37428784
33053868,31304747
33053868,31106807
33053868,32686915
33053868,32638407
33872357,31695801
31016747,30650558
31016747,34679133
35136058,34433699
35051612,34093920
35478994,35168108
35478994,30623865
35478994,34539508
35478994,30087649
35478994,36683449
35416681,35480698
33606118,35983085
33606118,32431470
33606118,36456283
31225464,32266744
31225464,31030819
31225464,30607876
37313941,35740361
37313941,37198365
37313941,31380376
37313941,35833521
37313941,31186502
30372380,35887691
30372380,30879606
38169800,38169706
38169800,38169516
38169800,38169364
38169800,38169743
35656694,30964810
35656694,33839228
31347183,30140987
38167748,38167637
38167748,38167275
38167748,38167171
38167748,38167146
34194241,36252438
34194241,30925102
34194241,33329584
34194241,31105333
35475485,33558991
38168104,38167959
38168104,38167748
34944317,35280730
31695801,33872357
31695801,31157727
31695801,34543536
31304747,33053868
31304747,31469662
38169964,38169800
38169964,38169487
38169964,38169706
35887691,36011232
35887691,35864767
35887691,35822030
35887691,36463325
35372965,34045766
35372965,33140921
35372965,36495335
33725021,34695946
33725021,36083875
31672304,36441160
31672304,32741902
38177588,38177462
38177588,38177555
30699549,33449649
30699549,31907883
32993494,36690494
32993494,36410691
33129752,30049884
33129752,34724678
31119903,33943125
31119903,35884306
37501001,37526443
36252438,33329584
36252438,34194241
37463138,35320509
37463138,37523289
37463138,30925102
36240793,30403541
36240793,30090124
36240793,30845269
38178781,38178773
38178781,38178165
38178781,38178727
38178781,38178477
30855298,31957997
30855298,31167883
32379253,30373625
32379253,36347237
37486139,36858103
37486139,35867076
37486139,35091785
34724678,33129752
34724678,35881570
35177349,34430177
35177349,30107434
35177349,35517127
35177349,31555707
35177349,35595782
33197743,33505589
33197743,31001290
34565798,34218675
34565798,35930864
32774912,34588743
32774912,34697798
32774912,30100143
32774912,31170821
32774912,31013160
34906523,34718094
31989047,32375332
31989047,31710484
31989047,36117553
35822030,36568103
35822030,35887691
35822030,35864767
33978939,35398836
33978939,32453657
34138409,32921060
34138409,35504962
34138409,36589259
34138409,34111777
35304104,34721795
37354096,36241283
37354096,37504988
37354096,37243891
33069901,31381697
33069901,30370473
33069901,35964533
34939280,33206284
34939280,30841878
34939280,35268010
34939280,34318860
34939280,36122948
37559153,37266897
37559153,36555644
37559153,37465966
37559153,37053575
36650420,32645741
36650420,31754378
35781848,36347237
35781848,32741902
35781848,34590200
35781848,32058776
35781848,30373625
38180035,38180028
38180035,38179746
38180035,38180017
36893348,35656675
36893348,32983135
36893348,32748819
34991594,34904192
34991594,35169447
32174097,31837864
32174097,31057370
31204155,36649380
31204155,34791938
31204155,35374926
31204155,36559482
34510980,32857477
34510980,35924110
34510980,34093837
30135809,32921060
38160780,38159792
38160780,38160407
34833349,34522628
34833349,32586122
38181837,38181711
38181837,38180612
30959677,32200772
30959677,35922826
30402657,30511183
30402657,32825878
30633749,35593464
38178134,38176352
38178134,38178126
38178134,38178100
38178134,38178165
38178134,38178133
30279402,32645741
30279402,33936689
34075415,31591842
34169667,33229176
34169667,34384811
34169667,32748819
34169667,32983135
30511183,35867969
30511183,34113419
30511183,30760830
30511183,30620754
37202688,37280793
37202688,35324165
37202688,33028703
37202688,37743453
33230905,36488895
30043978,36160751
30043978,34486294
30043978,30148292
30043978,33011319
32884766,35217705
32884766,30038758
30038758,32884766
30038758,32020186
30825770,31994570
30825770,32134681
30825770,35870061
31030819,30607876
31030819,32997178
31030819,31225464
31030819,32266744
36555644,37266897
36555644,36568103
35374926,31204155
35374926,36649380
35374926,34791938
35767950,35867969
35767950,35399659
35767950,30620754
31744904,35073967
31744904,35180449
36795112,30203298
37198669,37207577
37198669,37136296
34124144,32339052
34124144,35175726
34124144,32819462
31380376,35740361
31380376,37198365
31380376,31433568
31380376,31186502
34703029,36143682
34703029,31702010
34703029,36237113
35513105,35091785
33665547,30386190
33665547,36203746
33665547,33566587
33665547,35010632
37062512,37060106
37062512,35867154
30516440,34573275
30516440,33176343
30516440,36513030
31153292,33921925
34904192,35169447
34904192,35193591
36685061,36763296
36685061,35924110
30107434,31555707
30107434,31566664
30107434,35177349
30107434,36000324
33140921,35372965
33140921,34045766
33140921,36495335
31895260,31359088
36160630,36403613
36160630,32225058
36160630,33688541
31852843,32929263
31852843,30481200
30410374,34606353
30410374,30878128
38164651,38164642
38164651,38164109
38169998,38169964
38169998,38169800
38169998,38169364
38169998,38169706
38169998,38170319
36437537,33042426
36437537,31742433
36437537,33906809
36437537,30668086
36437537,33594174
35524059,30553819
35524059,34222014
35524059,34502095
38166654,38166569
38166654,38166121
38166654,38166122
35494200,34991594
35494200,33217538
35494200,34127908
35850673,35184484
35850673,33127695
35677098,36405851
35677098,35010632
35677098,34300008
35625090,33177143
35625090,33142109
37045917,35227975
37045917,37307621
31157727,34486294
31157727,34430177
31157727,35727196
33004680,31170821
33004680,30113952
33004680,33065679
34804086,31591842
34804086,34075415
37073591,36075861
37073591,37185238
36894270,35954511
36894270,35754849
37546126,37243891
37546126,37504988
35010632,33665547
35010632,30386190
35010632,34300008
36796265,35177349
31742452,33868356
31038214,32609621
36083875,34695946
36083875,33725021
35924110,34093837
35924110,34510980
35372606,32625944
35372606,32735597
35372606,34313675
38171182,38171139
38171182,38170975
38171182,38172159
38169487,38169546
32469703,31177581
32469703,31041641
32469703,30385232
38170052,38169800
38170052,38169998
38170052,38169364
38170052,38169964
36135303,36440107
36135303,34755893
36135303,35255714
33321321,35922083
33321321,33902005
33321321,32983135
35867969,35399659
35867969,35767950
35867969,30620754
36622993,32170497
36622993,35227975
36622993,30347966
33868356,31742452
35255714,33176343
35255714,33490539
35255714,36440107
35255714,34755893
36347237,32379253
36347237,35781848
34702762,31183003
34702762,31208646
34359046,34509588
34359046,31353100
34691094,36796265
34691094,35177349
34691094,34630891
13103684,35840921
13103684,32784883
13103684,30558975
36456283,33606118
36456283,32431470
30055168,34815383
30055168,30692731
30055168,30385232
36866368,34777842
36866368,35480698
33449649,30699549
33449649,31907883
33449649,35679315
