36615807,37142703,57
36789861,36952338,27
36452808,36199563,15
36842358,37080468,12
36681090,36706708,13
37060106,37062512,11
36410691,37178115,104
36322313,36493269,34
36534603,36806007,15
36752924,36869863,16
36491601,36171207,27
36089668,36304981,159
36886145,37011877,20
36325250,36196010,34
36981188,37097619,22
37113710,36626086,33
35993531,36351671,13
36408126,36434236,15
37194594,36410691,22
36066387,36209843,37
36288960,36297204,19
36390777,36369864,19
36847802,37039373,18
36439590,35975947,12
36992695,37102950,55
36535103,36898850,12
36569385,37201948,44
36718747,36723354,66
36550444,37162733,42
36325388,36322313,57
36354697,36237113,27
36502034,36513030,114
36028734,36139020,11
36774634,36567702,153
36177958,36291758,11
36869863,36752924,36
36160751,37231807,16
37050906,36917464,41
36491601,36513030,52
36690494,37194594,51
36124707,36069328,14
36457205,36713812,20
36382126,36613708,14
36572897,36626585,30
36753952,36039950,14
36855034,36838906,11
36982750,36380971,17
37178903,37177657,45
37111867,36642089,28
36710971,36333274,25
36335052,36325388,30
36093486,37017432,12
37067231,37060273,16
36807968,36796265,37
36190288,36481022,52
36002236,36763600,19
36005092,37088893,16
37159497,37114282,11
37203532,37159497,13
37103026,36781207,19
37060273,37050906,19
36309127,36318430,19
36001021,36491132,49
36333101,36509560,15
37193563,37013543,24
36045243,36045180,18
37182888,37178115,70
36352954,36352277,25
36186144,36656798,12
36569385,36975261,95
36387565,36172142,68
36243824,36298134,56
37207577,37198669,58
36119489,36812468,70
36493729,36192168,27
36449080,36297204,35
37108588,37067231,15
36880970,36996842,97
36924515,37136367,17
36947841,36834228,51
37144510,37108588,10
36139885,36588866,10
36563390,36714002,10
37092594,37064066,12
36610110,36569385,68
36975261,37201948,24
36516881,36000774,12
36060256,36026433,23
36150346,37141463,13
36356982,36339839,18
36606286,36115489,13
36020654,36060739,26
37167137,37144510,14
36643695,36405851,13
36537336,37172850,58
36774965,36154467,23
36692484,37179195,66
36294608,36666642,13
36546431,37181227,12
36473107,36141532,44
36288960,36094967,57
36579402,36341426,13
36031779,36060256,35
36178294,36708878,13
37041794,36690494,35
36076237,36076821,36
36537336,36967393,25
36279553,36610110,12
36434389,36379866,21
36249910,36143801,13
36043352,36050714,49
36796180,36796265,17
36089027,36106638,29
37039547,37036111,86
36449387,36670932,45
36468399,36467950,56
35976849,36754007,11
36069703,36066817,71
36030329,36143801,33
36145768,36186957,15
36502034,36510494,15
36115797,36830381,10
36050984,36031030,23
36526922,36541101,12
36522420,36341845,20
36657331,36668760,30
36643723,36733345,14
36348522,36698651,17
36642089,36997825,81
36635762,36826320,17
36019286,36014363,12
36124343,36090856,43
36075861,37083542,61
36014363,36019286,11
36461590,36495335,26
36923380,36130093,14
36043495,37057038,20
36081877,36069268,10
36123027,36122948,212
37219381,37222340,11
36111851,36435574,37
36224223,36154467,127
36428539,36486474,11
36406091,36245659,199
36568103,36463325,21
36252957,36524415,16
36046937,36043495,16
37224182,37194594,18
36569292,36161667,11
37048344,36306035,15
36916800,36154467,27
36077745,36066817,16
36849118,36888908,32
36244606,36264391,37
36245659,36463325,17
36356881,36583626,14
36532591,36551047,18
36069268,36081877,16
36043495,36046937,47
36089631,36823415,12
36760602,36797967,51
36374924,36344831,10
36813296,36822060,13
36461326,36456377,39
36532591,36026402,45
36630419,36629019,69
36774685,36533214,32
36677511,37094869,259
36399908,36200490,41
36353979,36360228,14
36608844,36996137,53
36631811,36241283,13
36073230,36069703,29
36280592,36277768,68
36513628,36509610,58
36509560,36532591,11
36740535,36884827,10
36918568,36958020,20
36713817,35982458,20
36349718,36329628,31
37151892,37035328,14
36161601,36072564,43
36064858,36161601,15
37145127,37189726,12
36106146,36904531,14
36971721,37112144,13
36178252,36194187,17
36163449,36124343,37
36745978,36580310,16
36043495,37216922,11
36534724,36535103,31
36183750,36873029,18
36609711,36261556,13
35999020,36971721,29
36338443,36614610,39
37014042,37115050,35
36167426,36489719,123
36237113,36143682,13
36680518,36880973,11
36346042,37029589,19
36222424,36216191,12
36211299,36207606,15
36865093,36868960,67
36609711,36200490,33
36604647,36110028,35
36951196,36541785,20
36592697,36595175,12
36694746,36723365,24
36357675,36219425,11
36679274,36443295,14
36399711,36489719,22
37129913,36715181,11
35982458,36713817,13
36240179,36558881,131
37016897,37224069,66
36690494,36389218,11
36374652,36416677,15
36305143,36224223,18
36558881,36240179,65
36547814,36556574,19
36250902,36581351,21
36150638,36208247,15
37198669,37207577,18
36609241,36601336,15
36737388,36730316,24
36784194,36781921,34
36067076,36432074,13
37115864,37111227,32
36784155,36082601,10
36317524,36308700,23
36690494,37178115,78
36072034,36069474,20
36106646,36453934,19
