35939699,35527307
35267306,30908078
36010661,34314020
34778861,34207773
34055834,32378934
38104881,38147148
32393781,31355179
38161014,38159602
35720135,35651432
32353952,32385976
37701675,38162111
31466814,31404009
31226302,30760106
32140498,35976403
35412577,36531779
32904094,30488221
34434093,36873870
31094583,30458067
38159901,38160857
38159496,38159901
34675667,36187939
34214815,30768679
30152197,31221368
32008610,33099943
35667557,36476075
31216866,30596104
35480698,32880111
38143017,38144348
35569752,37253037
32882756,32877297
34597761,35929199
33206284,34939280
32340051,37494055
32597127,35371711
33729156,32877297
32047124,35497371
35662743,36839248
32151187,36593900
37268559,36447441
30125635,30033098
36110028,30865163
35931968,35447728
35763506,31994148
34383110,31647313
35680648,34052717
30323012,36530025
38158880,38159002
35119407,35641731
35959627,31585575
36178595,31119278
35544768,34552502
36615807,37142703
36789861,36952338
36452808,36199563
36842358,37080468
34554786,36043286
35485522,37370157
34191799,32238752
30040655,31821709
30403541,36240793
37549029,37548795
38071632,38079174
36676688,35881570
31658952,32118125
38099253,38103443
30593361,35134932
30171958,35999225
37309443,37063341
37285767,37432252
35025371,37015387
37213875,35275455
33732532,34052717
33725238,34334191
31717513,31811352
37549287,37548795
35188811,33634429
36450387,37508330
35887691,36824949
36160751,31328935
32719748,37508330
37552113,37548795
34766752,36307631
35833324,36175233
33615307,33631567
37292985,36932044
35918209,33050231
31939260,33483596
34826255,37113460
34045766,35372965
34041928,32537324
31175227,34116150
34509472,37150737
33733123,34003576
30036519,36186922
36681090,36706708
30754879,36204907
36651140,34804743
37060106,37062512
34686794,35019976
34522954,35776956
32853522,32483383
31295932,30135204
34110689,32993536
32328197,32125885
34055834,30318183
35867154,37062512
36410691,37178115
30266682,33214297
34294732,31734867
33165216,33149690
38150001,38160179
37280775,36708991
34746725,31569554
32619761,36763261
35275102,35387219
31263531,31466814
36322313,36493269
35213819,34902761
33498740,32706366
30252488,36176638
35006494,35916633
35928326,35969623
30829107,37445817
35478726,35188811
33578681,31183453
35855868,35894157
36446499,35566106
32926539,33200477
35579363,36476075
36534603,36806007
31169821,36746513
36752924,36869863
33133339,35771092
31571880,35989949
36491601,36171207
37570864,37370157
35540159,31147623
31177581,32469703
37901813,37978422
36089668,36304981
32827065,32481652
33293340,31236722
33580853,35455014
31147725,36398856
34510980,34093837
35360215,34375742
31082487,32917348
31916150,37779839
35794292,35730159
37463709,37465966
38140936,38128544
33877409,31963515
33508376,30278878
34032778,32360166
30506491,30502033
35925818,35043863
37023341,31963515
34465026,37239349
36555644,37615249
35954511,35579363
36233732,32273509
36886145,37011877
31828755,33833691
37440104,38108481
30829107,33479147
32948486,36315154
33352850,34568270
30490134,35724927
34661524,36687711
36433666,37335020
35922083,34518527
32889736,30314643
30487835,34664440
33229775,33249436
35044128,30681592
36160751,30043978
33003196,13106846
31204155,35374926
36629370,37593221
36715752,35422444
31729486,30638335
33944068,36553478
36325250,36196010
33534578,30865626
35641731,37083541
35611805,35096602
33923410,34014873
33681784,35594684
36342679,35207497
30414970,33816376
35808280,31420709
37722674,37707906
35175726,35867154
34924812,32603781
35509287,37239349
36399310,31005860
33055505,32134681
35651432,36892730
32930949,30736219
32645288,33793617
31089802,33069561
34749803,30877693
36981188,37097619
32309109,36440265
32447263,36150729
31039521,31432531
32611625,31262227
30071360,37239349
38079170,38077473
31436660,35765153
34286452,31529607
34641090,31823169
35216558,34332878
30633749,33415307
32974445,36101599
37147368,37546043
31996802,38152539
31122748,34579327
31314880,30060084
36604647,37337676
34690418,33578681
31550564,35888536
37113710,36626086
33317033,30628848
33623272,32719466
32865931,35822837
34991594,35494200
36111851,34747846
36807727,37257473
36246923,35441134
34652203,33191796
32508799,36232032
35784128,37121641
30175093,33868701
35993531,36351671
36408126,36434236
36649380,31204155
31063412,35175726
37194594,36410691
36262050,38153842
32228236,32800822
35112798,35568219
35740361,31380376
37565728,37416793
30543863,31734547
37484916,37075263
30322715,30008041
32375332,36117553
33623233,35735430
34885250,35544768
34236379,34618864
30140142,36732739
36774296,31236722
35833907,37025379
34984502,35315692
33783668,30008041
33474039,30092971
35943424,32652058
35844774,36707071
32690318,32236208
34536936,34233352
31841987,32009745
36066387,36209843
34375837,30752556
33913391,36808385
37448776,34783052
34462566,37014258
33211670,30495720
35807882,32111684
37562342,37549242
37767589,37312380
38133298,38134208
36288960,36297204
36911318,34574647
31614879,30494424
35923964,37103026
35848879,34191799
37290583,37389392
36419490,35185314
30491846,35168857
36390777,36369864
35619085,36019242
36847802,37039373
35808572,36499907
32286431,35451458
32238353,34928952
35278882,34080887
35568219,36260857
37059830,35889967
36946872,35662307
32983757,31250640
35116292,36829043
35889255,34658210
35238558,35092031
31374765,35784128
31183003,34702762
13122390,31328935
34163353,36021497
34189837,35352823
36399711,31355179
31206558,31169821
35783941,36604647
31432333,34680518
33140713,30746410
37181348,31208151
35112798,36260857
35695758,30806010
35476416,32983757
33356101,30872513
37704005,38162111
36439590,35975947
33782693,36174218
32838921,34592184
33952215,36291758
30528837,33458694
36992695,37102950
30322715,34632019
33138565,35076280
36535103,36898850
35607805,35954511
36989169,32194068
32744536,34678851
31014923,35028224
33230905,35199903
35312256,37717959
36569385,37201948
37756300,37685542
36679878,37386687
34124383,35399659
33983054,34010077
35453825,33867719
35925818,36239768
34217727,37083542
31156506,36260857
34066345,33887798
30430224,32880111
35229736,36316105
33238795,30495134
37536821,37493482
35403450,31014923
33383455,31610760
