Target,Source,Weight
31754872,33715087,11
35690355,33705147,16
36377336,36146970,13
34828376,31924452,11
33455140,30981946,10
34430177,34630891,19
34193165,36447545,11
37435646,37199748,13
32420006,32608342,13
37430405,37414580,28
33099735,36021427,22
30064371,35534585,25
34264946,37540433,12
30018848,35922847,12
35331170,30995518,19
33325249,37369573,14
34909129,32119762,25
30207314,34528093,23
37352376,36142847,13
36779792,36058912,20
32346397,33601537,13
37058435,37056292,10
36131645,36649920,11
36850717,37026185,32
33673256,37298056,13
36221828,33953840,13
36733662,36765933,26
36232909,34943189,12
35688362,36981188,13
30272255,32354756,14
32528798,33381561,12
37599565,37599355,18
31170821,31810617,11
32230378,33160735,12
34420571,35577294,14
35620594,35222999,36
34895090,34967436,26
35197729,33274980,28
37631145,37620576,29
30825770,32134681,27
33807363,36726857,14
34925204,34804384,10
33618146,35252789,25
32522699,36521906,23
35441134,32453657,15
32971741,35815815,10
34982172,35009559,20
35848015,35308464,22
37618214,32318728,10
32446681,31137573,10
30928529,34052195,22
30236083,36023182,14
37198762,37405007,13
36190042,34379941,12
32903437,34244225,13
32892990,34909129,11
35549473,37695506,17
33819213,36543309,16
32658500,35246626,11
37504988,36241283,14
30995352,32497122,14
36002276,34594838,31
35833521,31186502,21
33089815,34898504,10
36299168,36297204,15
37253037,36323517,21
30791390,31355287,13
36675104,37102885,16
34873661,33028441,13
35982415,36475753,16
30320701,31462494,25
35707532,30821185,11
35870718,35169506,19
31013901,37253037,30
31695766,30081893,14
32192821,32329124,12
31680899,13079362,28
33594174,36437537,26
33659554,34998748,14
35233837,36822253,13
33820995,36373461,24
35659752,35222170,17
36329685,31736822,21
34029555,32737376,21
31458940,31496123,15
30231625,30043352,11
30925256,35652719,10
37507897,37014633,11
36437537,34017409,19
36622086,37322122,11
37538615,37543273,29
36467590,36680671,12
33466341,34450095,25
33464768,31436675,12
35842740,36146970,26
35197729,31220359,10
35617593,36533214,11
30028769,30255814,11
36373564,37112893,55
31103710,32137703,14
35764337,34827153,29
35980563,35933900,34
31007285,34631590,11
32735597,35372606,10
31275000,31232676,13
33923410,33538753,18
33513969,33504576,15
35884306,31119903,20
31314880,33111479,45
33099735,35529352,46
31199415,33823522,15
36157879,35472868,12
37186880,34720583,20
35724927,35703423,13
35802133,34325382,18
13071305,32831852,11
36608844,36687711,12
34510766,30641407,20
32834860,35778952,15
34110788,37280089,12
34168470,13109791,15
30115233,33802876,14
35532900,37723893,24
30808374,30121390,18
34127908,30324954,26
33739906,34986956,10
35850673,31771273,17
31177768,34200081,11
31876133,34726609,14
32322724,35379343,11
35814210,35556694,14
33618146,31011059,18
36091722,36174218,94
32651465,32168888,16
33778298,36412435,22
32983135,32586283,23
36241359,36884670,18
31137706,35822283,12
30413289,35678566,14
32954210,35963983,10
31434959,36237404,12
36687711,34661524,48
32761553,35287410,10
34315827,35473156,10
33415307,32737376,12
35680648,36080936,11
36598994,36596562,14
31928132,37340296,17
30532172,30341638,15
34695413,33259009,16
34295936,33164127,16
33906809,33594174,16
37548795,37552113,15
36586375,36765933,12
34847002,36353467,42
33427765,31543464,10
30158188,31350571,15
34281298,33994953,10
30983088,32775536,33
31593480,31085430,11
32256822,36019997,14
36279665,37257460,11
34755893,37105640,11
35771692,34187829,10
32473324,32393722,11
35881570,36781921,16
34169667,34384811,13
33016188,34558437,12
36324285,36761300,10
36568103,36245659,42
35778182,34083197,13
30261829,35094859,15
32980342,34600830,22
34452378,31929668,11
35534585,32228630,11
35891929,37494961,13
30990073,37367568,15
35593464,30633749,26
30670919,37367568,14
32502621,37357047,10
33402207,36717384,13
33626169,34833349,21
34724678,32911204,16
36579930,37485248,16
30732366,36550738,12
32555397,36281589,10
34775186,36689652,21
32809581,30545459,14
35834648,35479468,25
36453973,36589428,16
36467590,35104436,29
38155859,38154218,16
37471274,37291727,11
36213782,36718747,27
36643658,36120807,10
31746773,33540957,15
34363464,34422419,25
34642895,35937836,12
36495574,36556574,15
30179937,32152343,13
31403391,33957437,14
31704903,33435100,10
34112832,35879628,22
35213204,36711026,15
34462375,37596694,39
36982527,36896977,13
35388732,30324954,14
36548679,36545552,14
37635362,37610261,10
30169001,31056035,17
35207379,36636405,22
35096602,35462043,10
30396072,31739900,11
34925204,35556694,34
30231821,37044763,26
35518571,30727908,16
34934967,30954342,17
33705987,31886097,10
31505147,31499767,11
33807461,35812070,20
37292985,37307621,29
36010661,36515771,12
30720520,37229122,12
31242683,32383535,24
32068153,30016220,18
32879243,35137988,14
32904163,33987973,13
37385718,37719728,13
30727908,35518571,10
31885930,31445340,20
35881570,34724678,12
35541007,36743950,11
35894986,35842740,14
35304104,35595782,52
35227319,36100588,14
32956377,13080435,10
35724927,34747140,14
37504988,37243891,28
37025379,37181374,10
30374260,32339898,10
34389032,30777446,15
33558170,31931818,11
36072564,36411377,12
30019580,36137315,17
32586283,35318429,10
32485802,30398659,13
32606988,34093837,30
34796048,35983241,12
33987240,32919791,16
35363892,31986073,27
30223886,31043811,11
32804242,33740174,10
31024931,34634896,46
36027181,36097773,27
34026041,30741663,20
36089668,33019954,20
35051612,33733634,13
31048801,30832381,10
32983757,35707854,38
35234823,34742363,10
36963152,36886114,19
32395856,35050286,11
35818595,34841759,14
34935801,33720835,28
37097619,38131820,28
35007166,34253236,22
31043180,36713521,10
34779810,37072412,11
37485423,37700960,13
32971741,33096905,20
34152953,36577651,21
33839228,35656694,23
30953284,33821944,11
37648145,37549450,23
33816070,32800351,10
36414791,32821961,14
30223266,30043352,18
35374926,31692400,24
31086182,30043659,12
31621807,30142115,63
35836647,30619092,26
32229275,33601413,24
30072902,31832359,10
30378521,36750725,13
34482622,36701091,10
31521800,32702598,12
34088341,34157192,20
31143414,32533451,14
36277213,36611659,19
34343486,33647974,10
31859170,34634896,18
34370393,35315126,15
35407321,36353320,15
37319348,37138363,16
34931066,34538775,14
38163103,38163497,15
34888836,31151586,23
31615950,31627006,27
34663807,34659153,12
34020359,37011640,13
31273810,31708738,13
37374416,35024715,11
30973259,34865015,19
34955959,30956247,30
33556573,35132616,13
37248210,37221953,16
34419836,32670230,11
30633749,35593464,23
37104331,37111227,20
36660340,36739677,26
31420153,36611659,22
30840491,36559840,29
36370063,30021159,14
31277977,36990712,20
36250821,36399908,22
30664482,30142287,11
32625725,33625218,25
30634602,31522684,11
33333530,37247051,12
30023346,30052188,12
37043464,37604942,11
32323451,32219168,26
35801854,32666268,11
36539261,36624523,20
37870502,36884400,18
33902016,37059447,30
32232792,32510866,11
32228630,36128118,63
31107456,31145201,13
35893942,36777192,10
35247076,35379864,18
35290161,37073270,11
30899336,34609319,13
36254822,37626499,11
32319681,36666286,12
31984106,37137818,14
32991834,32983135,56
33422428,37037446,36
33956163,36686415,12
31148922,30732826,18
36574045,36523459,12
36708846,36710209,10
32565130,36895330,16
36032871,30387260,12
34084695,33079632,30
32741902,30223694,11
31010902,30678090,13
35579608,30621081,15
36480810,36127778,11
31753691,34955959,35
36022578,30077021,16
31969026,33563819,60
30221086,35468706,13
36357459,36362013,10
31374797,30625744,11
36881586,37436499,13
30933098,35216484,14
33363260,36511113,15
34084887,31066408,11
34565899,31237543,43
30171648,31885709,14
32284385,31695899,10
33368104,31902734,10
35708942,36886114,13
31453986,30226082,12
34714811,13072114,12
30623584,35272459,24
31552303,36851886,15
34829089,33902005,45
30845569,31174171,25
35356910,34154004,18
30127623,34078335,11
30014702,36461997,15
34543656,34361729,16
35822680,37104380,10
35984688,36361192,10
31001290,33477703,10
30611265,36488855,22
30142115,34489618,13
34215405,34343199,19
36398856,36403613,32
30316439,33310440,16
31018027,31088584,50
34450759,31249213,14
37049200,31316076,10
32546282,31657079,13
36157390,36170659,18
31952614,35579608,17
36947517,37231680,10
35054616,37331974,10
32669834,35045202,12
36211275,37162111,13
36670134,36556330,30
34715436,30777446,21
34433699,30391054,18
35738636,35894986,14
13081463,32506935,24
33667401,36752392,11
35446471,37393206,13
35744136,30871194,16
33655244,33057590,10
32982856,31033531,22
36429557,36656798,10
34626374,36850620,20
31164201,32761727,39
36000435,34280322,11
35455014,36800868,12
36244353,35136911,23
35035764,37646082,14
34733562,33467794,14
35748261,36381449,13
35416095,36710839,15
30339260,30186013,41
34712228,31682058,11
36349820,37657500,13
31918522,34732890,13
35226219,36032871,20
36168985,37495510,13
38157065,38158735,18
36776789,36798793,17
31584017,31785528,14
35337419,30533682,10
31612683,35475871,15
36395713,36598703,10
35921046,35994547,27
36601822,36644153,20
37411916,36754500,20
33798391,30376926,18
31480973,34414411,12
31648855,30973200,11
33218378,30347966,36
36431168,33665842,16
35751859,36149900,15
35174509,34924159,10
36338443,36544216,19
32734468,30936308,16
33901405,35030079,16
37546043,37992518,28
30754993,30898432,12
37448092,37360457,16
34705052,30400928,11
35317562,31824332,24
38011378,35935848,13
33674248,33755669,10
36624463,36624523,15
34838853,30012698,11
34573355,36532386,16
36270278,36406091,31
35517127,36794627,43
32780630,32541335,17
34519680,33972664,18
30968637,33821944,11
35597845,37201706,12
32799465,34540867,11
32296830,31659420,28
37623769,37704436,26
35838242,35738631,29
34137850,36353512,11
34544560,35399659,17
34458208,37940151,28
36136046,36112980,11
32469564,32691063,17
33854586,36382310,11
34125125,32288827,13
31816737,36396196,30
36210415,33771608,12
34932380,34705052,15
32001436,33874107,20
36089705,30533466,23
34110689,32965614,27
30545376,36695321,15
33071386,31420171,11
36459948,36480108,14
30503221,34932380,10
35983085,33606118,14
32651827,33250770,11
37054760,35082124,11
31628751,35983437,14
32965614,37112893,49
35688043,36880970,15
30964810,34021831,14
34332309,32437190,15
36569385,36215277,28
36210415,35864001,17
37319381,32947941,16
36287377,36241567,17
35930864,34565798,15
33607311,30872298,30
30594587,36602353,14
33279441,35387219,16
13130801,30904774,11
36146932,35914288,11
34060693,33597205,19
31374765,32557224,24
33663292,37039696,28
31665929,30233436,48
31088565,30575232,23
31852843,32929263,67
36460651,36419490,22
33458694,30528837,21
31757220,32788272,12
31666967,33606118,13
36373029,37288101,41
37196208,36262960,14
30286033,33970157,11
34799319,32691781,18
36080758,33694379,21
31904461,33337034,12
33099943,32004141,14
30993560,31374765,13
36645227,36644153,17
34519234,31232426,25
34042542,37027769,10
33188021,30362463,12
32102504,31927630,14
31602607,33965516,18
32645741,30279402,14
34803866,33607311,23
30558975,31537498,10
34257038,32642974,25
31042378,31162942,13
32299550,36705902,30
34356600,32651827,19
35962381,36749936,14
37059742,37840185,12
36069725,36353764,14
36299570,36389879,16
36286610,34443114,13
30136901,36080758,19
30295914,35579996,13
31532958,35140204,15
35409800,36960056,13
33326693,36387565,10
35468699,30595075,23
30169063,31852463,16
37304079,37267031,11
33864734,30058824,10
36364805,37416669,12
31918032,32506232,13
34517113,30239272,11
31951939,30917032,15
32565910,36594988,11
13123335,33343286,21
32662352,30892367,21
31045081,31140106,19
33258514,32493844,16
33431751,35694175,19
37246945,37363118,10
34932380,30400928,11
31409258,33462301,13
33236270,30900352,14
31966745,31245216,13
32667014,32925136,11
35964533,35822123,19
34573873,32806926,24
35116157,30301513,12
13096768,34512754,27
34897842,35350518,10
33849115,37723893,16
37621071,37390162,12
30855103,30555502,14
36794372,36818997,27
35861075,37427098,29
34694146,36983067,38
35104436,35668626,12
32930148,34238680,18
36610110,37806951,11
32727400,33448903,34
32450407,31964383,13
34622328,35496717,19
36075974,34718094,10
35034117,30364349,13
35724927,33530797,12
33621983,33786744,14
35501046,35327201,11
37111867,35527773,11
37133456,37578612,12
30067030,31418913,21
32403294,36235860,10
34236379,33356750,13
33199353,37771964,11
34739472,31275000,37
36410691,37182888,14
36322362,36186957,13
33865749,34694146,11
36018842,35819743,13
32921081,30353681,11
35340926,36642557,12
32983135,34622847,16
35735430,30015780,16
31950709,37247226,24
37756426,30042760,17
32865798,33419396,14
32833111,34438287,23
36958020,32694928,14
36212194,36241430,11
35680648,33732532,41
36333101,36296927,14
36610231,35087352,13
34122714,34366880,15
31922772,31950709,19
31321965,30652673,31
33834931,34877640,13
31811676,30499432,10
34901962,36994496,12
35981128,36240111,15
31206558,31184767,17
35954906,37085382,20
31597224,34672057,24
36115184,34877145,23
33827101,33249769,30
35388005,35654544,10
36559520,36544600,20
34027310,32226710,16
36385373,35158699,10
34742914,37356402,32
30142115,34663878,11
30954136,30700570,19
30780437,37063122,30
37985638,37987044,18
35512313,35631672,39
31121867,31230159,13
32921060,33352407,10
31749206,34100360,14
33929942,35005659,35
30158188,31837879,46
33806375,34597761,11
35377323,37313945,11
34451091,36252196,10
32374671,30927209,23
35252774,35521975,12
32043218,34909132,10
33198717,36044951,18
35984566,35941756,14
35808280,34296730,17
33618146,32192211,14
31531956,33155833,12
36406091,33978116,36
35677440,36664916,18
30190398,35055282,14
34020734,33326446,11
33155833,31531956,15
34596545,33155833,20
31014736,36126797,14
36630632,32788272,13
31744838,33580970,16
31128295,36228039,14
35816158,37999852,11
31041253,30101482,22
30279222,35177576,11
36662782,36044951,23
35402073,36962259,21
35800450,36401183,17
30924179,36238058,20
34246656,36482359,11
34183283,36199287,19
31185208,35458213,13
30014352,32707488,10
30865163,32695061,14
35231458,30389850,12
37845022,36563655,10
33329459,36284365,11
35912702,35912567,10
30089972,34388260,10
35893942,32895756,10
32682373,34462057,23
32143290,34061495,15
32215578,30992900,14
33459063,34925182,18
35886156,35924505,35
33337399,31101839,14
32431470,35983085,42
30865163,34183283,21
32072783,35063949,10
30203719,33380280,11
32542168,30169001,15
31942370,35980479,19
34464612,34411588,12
30669881,31169821,49
36942778,36673108,13
31001290,33165635,13
36339839,32614984,11
35810402,34601081,10
36550444,31839038,28
30572259,33115822,13
33369274,34898846,10
35149290,36131645,26
34052195,33185633,13
32657195,34624939,12
33329584,33691676,13
31918376,36307271,12
36335342,34649132,10
36608844,36432074,10
34448117,30384214,16
35770849,35616757,15
35437660,35533638,10
36330182,37166185,14
32336075,32333714,10
33024183,33530992,10
35516878,37456972,21
36123329,36515571,13
32339052,35980479,21
35819214,35999020,11
36004228,34934967,11
31531956,33831053,15
34747664,32088263,21
34684669,36115237,11
37089107,37591519,13
30525355,36067891,24
35752784,36504705,16
31709221,32806579,10
31615740,37945509,13
35708942,32812836,26
30286655,35135755,20
37258208,37634973,11
37238276,34685155,12
32324497,36072776,10
37173539,37174718,24
35938655,37341306,14
37212964,37212776,18
36987140,37007459,48
36290158,36297204,14
33486331,30068283,16
35774538,35961484,16
37087033,37359901,22
33488845,36879468,11
30043209,30883347,13
30049884,33129752,10
33499369,35004012,10
36495891,36547693,28
35177349,31474088,11
34333738,37341306,10
31735273,33155151,12
30629980,31957997,10
34420426,34653149,13
35150959,35285207,12
36754838,33831121,10
31053379,30679842,13
32062493,31241743,11
35138851,30236056,13
30373625,30820782,13
35138309,35044680,30
35678566,30413289,20
32931675,33732532,32
33363999,36493269,13
34906986,37217539,32
35134489,34491186,15
37067029,37072612,13
36045774,30103230,10
36973022,36866407,10
31105333,34194241,14
37055154,35763790,12
33978939,35398836,10
30654668,30656885,11
34076855,30364912,21
36521840,36514722,24
34656563,36299527,15
35441134,35309212,18
36252438,31105333,15
31500396,30730451,19
33625218,32625725,11
30736688,35770477,25
35116292,32257179,13
30057181,31500396,12
34173144,13096768,12
35833907,35138309,13
31803345,31801716,10
30648078,30576513,13
32798040,31138559,17
33732532,35189164,23
36190042,37565400,15
30575232,35861075,33
32927086,33780711,14
31366194,33282511,10
34652203,36761300,15
37138323,37185998,13
33912137,32087778,16
32644412,30900352,10
36440588,33837191,39
31534238,32373975,12
33720437,34327558,10
33826480,34563274,12
33883845,31892908,18
30677408,35576925,14
34924159,36028423,14
35610503,34183283,16
36548945,36544584,12
34135466,31126506,10
36456283,32431470,18
31059700,36473744,23
34691571,31552768,13
30494231,34852716,23
31079786,34486360,30
36148396,34795019,10
33861665,30743075,21
37208341,37212274,11
34986475,34328528,10
34944608,36577651,15
30018079,30196712,10
31643623,31059700,32
37914681,37833513,18
32965847,35299215,29
36135335,36084901,11
36145400,31432764,15
34580118,36463311,25
33487601,30954720,25
32999895,31928542,16
31251592,35833419,14
36577651,32140702,14
33531875,33151040,14
35984330,35204272,13
33566503,36681665,12
36997825,35135653,10
34610944,36590800,11
32376346,36312101,13
33377264,33287065,14
33293943,36771541,13
36072564,35930864,25
33873008,30457651,10
32415321,36469029,35
35138856,35703975,19
33335726,35823123,25
36949651,37198762,15
34448117,30504945,15
36491601,37368563,13
30849992,33540957,13
35783941,37047201,53
33287065,33377264,11
36161601,36568103,48
35444502,36192388,17
33421647,35586997,12
30947439,34642254,19
33373367,30494231,12
35274933,36456283,19
34546328,35461275,16
33685258,31964383,15
36011654,36073366,11
36781921,35881570,28
35906689,35907322,12
30288971,32780630,12
33809374,36687711,24
37359901,37300037,14
30087847,34434027,10
30022723,30019056,26
13083774,31751490,10
35009714,31501550,13
31194553,30669881,11
36893348,37506451,16
36514600,35649726,21
31860500,35741045,12
37019227,30878056,12
30820782,30373625,13
34110689,34636260,10
34077941,34861142,16
35091785,36113818,11
35485522,31734778,15
32377113,34693891,10
35581400,36973022,11
36107545,37338020,27
34410844,31330731,12
30803153,36914974,16
33721331,35560071,17
33008225,35180787,11
31068493,35636171,42
31345646,35764243,10
34728347,30553721,13
30545376,30629980,14
37159828,32843745,17
33052718,36557257,14
31114028,30713919,14
30949465,30523415,23
37566284,36996842,17
33857905,33744655,20
31416006,35485522,18
31222391,34939178,26
35025371,35315738,16
34531871,35664756,16
33176343,37667019,10
33893389,34114509,15
32143493,31065011,17
34988083,34565798,28
33052718,36250821,13
36550593,35342767,10
35283053,35275582,17
31570619,31200541,11
32579978,13076154,10
35089767,34776558,13
36449209,33108198,13
35973718,36300464,13
36165425,36169488,13
36620118,36113818,10
31204155,36559482,62
32101349,32143493,12
32439922,37254720,14
35482291,34960631,11
32274031,36559094,43
32920850,32157430,14
35408400,35753240,23
31221644,33478363,12
34420571,35491743,25
30513700,33780627,12
13129639,35198731,32
37443096,37311426,16
36400902,36664424,10
35467039,31803303,16
36865093,36548168,12
35926748,36473751,20
30801270,32754438,20
35305474,35286118,12
34026041,35491079,11
32017491,35218152,12
35404853,34390566,11
32909279,31109009,13
36213053,35960629,13
32354529,35845520,15
31080446,31868968,23
30825170,31214086,22
30347966,33789761,18
31946176,31560536,12
30244320,30829107,16
35833951,34916261,16
36462960,37156933,23
30873463,31140019,11
35827249,32975046,17
32079984,37153384,18
30640657,30965727,19
32554874,31302164,11
30135809,30992900,32
34704619,35151592,19
33151494,33924108,10
32787733,33397610,15
35610860,35075407,14
34524049,34531871,12
36227556,37349173,18
32486915,34689420,10
35402322,35776616,11
30725550,33057497,30
34807837,34054591,12
32749088,35759508,76
33733123,34406614,26
37414767,37422056,16
35582901,35541070,13
33667513,34692217,11
35778958,30919159,11
32338527,32336075,11
34954652,35821050,11
35181455,36275163,13
36182141,35778389,16
30957825,37419712,32
31108537,33044881,16
31402294,30638373,14
34135138,35794657,14
32791772,36546126,14
30087744,31110223,13
37423479,36038961,28
36055681,36547882,10
32596429,31744106,13
35630984,35206737,14
36234272,36570468,13
36151772,37648531,18
31178543,31041466,13
34590200,35413166,36
33274990,34211129,24
33594862,30177125,10
35058668,30402657,29
33191883,31198150,10
30192546,31071770,10
35042701,31063881,11
35938698,36869503,15
36798130,36563486,10
31388274,34746995,12
31362557,35033315,20
35988670,35147778,15
35325500,37038789,20
34743115,32125216,24
30754485,34719199,14
33873296,32896808,23
33047441,30490647,17
37015929,37269760,10
34496894,35534022,23
36053482,36122691,13
31478267,33795224,24
34778069,30339556,16
31232676,31275000,16
33487601,31111124,20
35861075,31627001,12
32077172,31931818,10
32796470,31867852,12
35209772,33874560,16
32956377,32675771,11
37152921,37056890,17
36093525,31260042,25
33797841,34233198,10
36569385,35730159,11
32813233,34265816,11
34600830,30827381,11
34874073,34377308,21
36180610,35789673,38
35870043,35108625,30
33347216,36758788,12
36540915,36570025,30
34260218,33592417,21
34590200,33314476,12
34698841,34012994,10
31931475,36529985,21
33526115,34509579,15
31215771,33808598,10
33434742,36087431,18
37831523,37716150,19
35737950,36007026,28
36513851,34266762,12
36763104,36753952,23
30394939,32184330,11
37062237,36519273,18
35197729,31175227,17
34372401,35840921,16
33882716,34243593,15
34816291,34114076,14
33124923,36135371,24
33048103,30896767,10
33093646,31175227,14
33434742,35098832,21
31773636,33042793,18
34271973,33026419,14
31268173,33771691,30
33603956,36373558,14
35617375,35861075,16
33471071,31742132,19
35679315,33449649,71
33518946,36767550,14
34766752,34450505,10
31513417,33944086,10
32578683,36304838,32
33547893,35198616,14
31923603,30793159,22
35134399,32627369,10
36586353,36887232,21
36664162,36892368,30
33138565,33650629,12
30373625,35781848,23
30081893,30082610,15
33812236,35649686,13
37276302,32374046,13
35701655,31198517,13
31046529,30555502,10
33693936,37547244,18
30322828,31156397,15
30169063,32215665,11
33241955,30309604,10
30075623,31605222,16
35894941,30725617,37
34668872,34154612,16
36403613,36896127,14
33489590,33138565,17
34582248,34376153,15
31586065,31260042,22
30523488,36765832,23
32867077,32490235,23
36743027,37310738,12
34228674,36659014,30
36536732,37059090,42
36454858,36445637,14
36547621,36446701,11
36435119,36439947,11
37414361,36614610,24
36774236,30049762,11
32963946,33160215,12
36469029,36860509,21
36067661,30723943,15
35047273,35760217,11
32656710,31690694,13
30299381,30134889,13
34233198,31807062,12
36373029,36947549,15
36436014,32679906,14
34633316,35733950,11
36126525,32079984,13
30940144,31698504,12
33737239,33686604,10
37159307,37159621,12
33028703,37743453,27
31073674,34515984,16
31551378,34791938,39
32649958,34482622,24
37659212,37526443,20
36532920,31296004,10
35665282,35500151,12
36809231,36889183,28
32346731,33944885,10
32389446,33165346,19
34806763,35328654,12
33042426,34017409,14
31434198,31705369,11
33628002,33545943,12
33011319,37231807,16
30462379,30416422,10
13078268,34336122,14
37545385,37536821,11
33953840,33376773,11
30343344,31582865,12
35525644,35101707,15
33336068,36265730,13
33574180,31666878,10
37247027,36570468,12
35903913,35026242,23
34521824,35665282,10
31898053,37133117,61
30761488,33483035,12
35802909,36146804,16
33217341,34340039,16
30973122,35581400,11
31804727,31799864,13
31895102,34987040,21
30485394,34168186,24
31481412,32484174,15
36160751,30160292,15
36973022,35581400,15
34368610,30957825,12
36548122,37421526,10
30985395,13088266,24
37415248,37281001,27
36493816,36441729,18
34353844,36010408,18
34063086,36723365,28
37604241,37648145,55
35753240,37265679,21
32397070,37295786,16
36651140,37162058,11
30992900,32921060,29
31824268,31945419,13
37473184,37362428,36
30208211,34103884,34
30161626,36191075,10
36976436,36973022,22
37082453,36443444,10
35880457,31824332,37
35332688,35180449,24
35360181,35953403,14
34024550,36701602,15
34171610,36019346,11
32111885,31533752,10
31739520,32101499,12
31395190,34530760,12
33835908,30578489,18
33906809,33042426,14
30621388,30960756,12
36460651,35185314,16
33440321,33320217,25
30717048,35091785,10
37548795,37958066,10
37263746,37259513,29
34869183,34200081,11
36540027,36536732,25
35964533,36895330,25
34305689,36064754,16
31128429,35910557,11
30030357,35071216,15
33186139,33718520,10
35922083,37616169,19
31789848,33780627,13
32101499,31739520,23
33142674,33835908,11
34659588,36068799,12
30692731,34411373,10
35525644,30964019,14
35902129,34869183,19
37610218,37791351,11
36082717,36071779,17
32690318,32037621,11
31133988,34186602,12
37285275,37650338,12
38163103,38163333,10
36201955,36224904,11
31876133,36626585,30
37940151,37224069,53
35408357,33186419,15
31134039,30752982,21
34934967,34211855,17
31479986,33958820,16
33069901,35964533,10
37584745,37585086,12
32262504,36039954,13
31163141,32343722,19
37368993,37370055,11
37163553,36835716,11
37218044,34507233,10
35554275,37026444,11
32880111,35480698,15
30894392,31576377,22
35794667,31831873,11
30068511,34666862,18
38154132,38154413,26
30776816,30777446,15
35408400,35480888,13
33602787,36381396,42
35358685,31134039,12
37313941,37198365,36
33099943,32008610,13
32510114,37036810,12
30410780,30249116,10
32143904,33719968,21
36562240,35942264,11
34925182,37328756,16
32763631,32263172,11
34035875,35884306,10
33052354,31739827,21
30872685,32764415,15
30320749,33439569,21
34943113,34906986,10
30579937,34666258,12
35983092,30999467,12
36530025,30323012,26
31254119,31531067,17
36878859,35956846,11
35122221,36279709,18
34573355,37973900,12
31025374,30397236,14
34098185,32480883,23
37183923,37203832,24
34365003,32029917,25
31846363,31151586,16
32819005,30558975,18
30063699,32455126,14
32677634,36832040,16
34793403,30410780,10
37224746,38163947,12
36680062,30223762,15
33823102,32296615,20
33794089,33542900,10
31532321,33771608,12
32693243,32834860,17
36547754,36540027,10
35887691,35822030,33
35999820,36544216,17
32762985,32872658,11
32991916,33986678,10
32316702,32741479,22
37026298,36353548,35
30621388,34342202,11
32198598,30588906,10
30865163,30847572,23
30820469,32691246,14
30881355,35163762,22
33938329,33940078,10
32811427,32979889,40
31352686,30898198,15
37049157,30616079,11
35157000,36835446,34
31176438,32137703,13
30872298,35982061,11
36236042,31824320,10
36110028,30847572,13
34713988,36675825,22
30993560,32557224,18
33574517,35557176,37
36338443,37503157,49
31480566,36083389,11
35320564,31285728,10
33634429,35010644,16
33497065,36662782,25
32232792,35674256,16
32072783,30090082,22
36561287,36547754,10
37041490,33629954,25
33408200,30554089,13
34721219,32430804,37
34907200,36208527,11
34470125,31220359,12
32514791,35745754,14
36606366,36467556,13
33326693,33172357,12
31777393,30907493,15
36343565,36754007,11
35885496,35332498,10
37142703,33921925,36
34984711,33820995,10
37980802,37979333,13
35188225,31692943,10
38137160,31573214,12
34303076,36721196,15
31505147,30956247,16
36083389,31480566,17
37578495,37511384,16
32673881,30993560,18
33620007,37131380,22
31170604,36239768,11
32912861,37197923,11
30956247,34955959,33
36790765,32890543,24
35583853,35614545,10
34567173,36725846,16
30778318,31271578,23
31032541,33391004,11
32953268,31732434,10
34979012,35377323,20
35610503,36110028,10
33867455,34518681,12
33246772,31006320,14
32492455,32984867,10
37399915,34032778,16
30776988,37760687,14
36954460,30221372,15
34014093,33971252,30
30809695,31210144,14
30858561,33610802,15
33912937,31294640,44
36868298,32075783,16
35501988,33082252,12
36432317,36233732,11
33853734,36669780,18
35299838,34491186,22
34873178,32735432,14
35780384,31628565,10
36765832,31558355,10
35199812,33823522,15
30245301,35485522,20
34562486,33773821,15
36347237,32379253,27
30877298,31021558,11
33314895,32963912,11
36046937,35427175,16
37752470,37331561,22
31537622,34464815,18
33607297,32300570,14
30638851,31227733,17
35247076,32769618,11
37271073,35112822,15
31821709,37103026,12
34852389,36868298,20
36573662,37223147,17
36581688,36561287,13
32134681,30882178,28
35964235,35368271,10
35099533,36238024,11
34093079,31601899,12
33431847,34973263,12
31852770,32721961,13
32131217,32592130,35
34443167,34384385,16
34141596,35270590,10
30397236,36642089,18
34183283,30865163,11
35130955,35138620,11
35891929,34670637,18
34042542,31952501,25
33814661,32029917,17
37206991,34575213,10
35092812,32296830,18
34611658,34594072,15
36482359,35563673,34
32592130,32131217,13
33850216,32072783,19
31747016,31742452,16
36407484,36393044,10
33572443,34271192,14
36448547,37093960,11
30864379,36859420,10
35535530,34665583,12
37054870,34443167,13
35104336,34852389,20
31164744,30950996,11
31177339,33921925,10
35199205,32328443,24
34099485,30926536,24
31679534,33335786,13
33424402,30856164,19
33744588,34968341,17
33451474,32450407,11
36342187,36339704,17
32415321,36860509,15
36398570,36050760,15
35550210,36482331,11
32388330,32050725,11
33796007,33728479,13
32762321,36947999,43
34785845,32430804,42
32575535,30153409,13
36519854,33779938,12
37148998,37161522,13
33087957,37338249,27
36043458,36038082,15
35158699,31569278,16
36709070,36367380,11
35960457,36050760,14
36220670,33518946,10
33067938,32917118,15
31041060,30071328,14
34597229,32789017,14
31183003,32375881,30
30140982,36409820,16
33935286,32662026,12
32519944,36824350,12
33487601,33171700,35
38137001,38144348,22
34749133,32210323,11
13094894,32385006,10
33649767,33979759,26
35311983,35400134,21
31507237,36538932,11
