Target,Source,Weight
36672973,33440743,19
32942533,31643657,22
36600310,32077752,11
32278367,32388509,17
13085792,30093041,12
35476416,36006845,10
36021642,33146369,13
31525445,37448092,35
35795776,34225869,29
35872139,37400555,49
33075940,31566664,20
31937613,34939178,13
37644796,37626066,22
35026242,36161767,32
35268526,36111851,98
30575232,30547412,11
37626066,37644796,16
32296343,34827322,12
35675480,35651432,38
36174249,33705987,12
33256424,33315514,11
37808424,37802262,11
31564351,33157246,23
37692056,37757227,44
38145629,38145711,10
36187019,36161729,77
37127311,37115864,11
31007472,31120578,13
13118169,37736757,36
35815305,35872139,27
30526744,34315025,11
33447108,35255272,12
30090124,36240793,36
32087286,33334455,18
32171295,13092380,11
37306486,37378426,26
30211938,31679280,10
34911020,32686118,18
35463796,34905224,13
35007184,33123084,10
35206871,35222263,27
36055977,36174249,11
36724871,36693787,13
31131592,30931465,34
34206190,35476416,127
31551133,30725040,41
30842309,36223099,25
31159244,30491314,14
34359046,36819746,11
35965488,31029930,23
30607892,30627461,13
36042044,36996427,13
34249594,35540368,10
31743893,30790916,30
32086082,31705903,16
34652987,31029930,22
36395713,36812366,12
31164654,32453069,15
35611805,31166902,63
34509588,34359046,10
37278022,37289234,28
34336122,33449649,33
32535257,36597615,29
36548168,35417156,14
13087351,31822063,11
35903098,36941984,27
36555644,37658468,28
37175887,37311486,21
33771691,30295914,28
35920360,35843223,11
32225058,33493816,16
35499034,34173727,14
37098714,37234719,17
37820750,37798843,52
31138775,34350137,33
32426048,33951361,37
35147712,36610231,38
33069242,30188309,10
32454397,36232824,25
32227496,33384714,36
35091807,34336122,52
37722319,37720305,72
34277484,32861983,31
35617375,35160180,13
34332878,31678860,23
30743501,34914644,33
30069227,32340618,40
30925112,31825634,13
36545552,35081596,21
32441755,30079801,14
33731781,30790916,11
32586243,31166902,33
33058095,32868660,11
31058803,34971114,20
33963390,31131592,17
36024323,34755893,31
32389882,36124712,14
36521840,36518170,119
33425502,36571029,32
33212147,32741393,14
36073755,37679836,18
35842740,37566577,17
34280158,31530133,30
31369949,31556504,11
37655539,37669750,24
34318860,34939280,140
33390020,37139611,10
35918209,36058745,56
35740311,32689663,17
32142329,36058778,11
31052547,35107029,137
35102257,36489680,12
30543863,34924524,18
34523001,36429521,50
34868757,33123084,11
36075245,36233085,43
32925107,30981079,15
33511416,36431318,13
31215887,32813233,28
36337865,36148061,13
32367030,33945200,15
33184924,34209562,10
33853293,35727964,12
36058778,36133123,40
31214086,37255387,50
34097142,32870323,11
35340926,36073755,32
36527804,36521840,87
35073967,30549367,15
33653735,33641620,30
30440558,30688775,25
30288164,32633928,16
31353100,30804978,34
36007241,36089705,38
30581799,35819214,21
35169805,36469859,37
37362428,37774492,10
35247047,36919849,22
32352081,35174964,52
34857275,36434964,23
33807890,36058745,14
35365462,31077935,14
30420092,37400688,10
36452808,37285649,10
33651493,30981079,16
31791000,30975718,11
35678957,35408059,70
32519944,31895102,22
34435646,34786824,24
36173663,34843429,11
33843284,36222001,11
35151817,31968476,14
38122354,38140936,58
36220832,37235298,17
32813022,32289968,19
30134955,30649372,21
31769071,34202440,14
32865061,31522482,11
33661584,32804985,13
35695305,31933694,12
31386796,32539143,15
32741902,30820782,24
35239434,31438313,13
37127101,37169328,71
37431520,37389011,37
34642722,35542180,27
37155430,37156882,26
31401402,32519944,49
31406004,30305712,14
34387220,35346437,14
36351701,37116945,19
30570571,31140106,11
33919638,32332379,30
35840921,13103684,20
33513904,33220356,11
34231978,36585449,10
31170821,33004680,15
35766867,36279553,13
38153943,38154413,37
33638574,33100185,26
38027509,37446977,13
33531625,36428059,21
37272767,37281107,86
36279553,37039091,16
36687711,36996137,171
36267341,31232426,13
36616830,36671181,20
31022933,32741902,13
33771691,35088519,31
38123652,38152862,18
34857275,32313564,21
33788795,36665044,13
31150706,33353073,12
30649595,34633920,19
35727964,34117802,24
33804714,30577435,16
32639919,36102247,22
34442316,34500986,14
36697680,34790713,44
32266744,33793617,22
30370473,30483521,15
36626354,31928132,20
36943906,37067068,50
33250175,33339240,15
30589788,35861075,41
30507823,36829893,18
36200536,36188751,20
33186309,35923498,26
34502095,35715415,22
30800331,32678741,33
35748328,36102247,17
35091785,36858103,33
30587488,34376772,20
34117802,35727964,20
34284794,33339240,11
35109496,33331079,10
36992695,32161519,10
35880457,31643342,59
36697680,36726198,51
35903559,35727964,15
37357863,37693325,133
30891548,31471989,72
33606053,32493844,26
30891501,34907492,16
31454092,13129191,11
31384507,32466765,40
30646562,35450757,19
37244969,34943097,10
37400555,36947999,16
37417127,37178697,13
30445983,35509747,19
13075279,13081482,10
35051612,35715415,49
33356558,32946273,17
30621643,30084521,17
34597624,36222001,12
38128544,38140936,75
35791211,36233765,17
35221471,34056776,12
36568075,36406017,14
32741851,32626276,11
33388533,32154076,36
35324041,32626276,11
37130946,36019963,22
37084146,37009074,13
32066288,30065883,22
35636770,36848452,10
31824332,31643342,103
30715302,35682905,12
34083338,34435385,11
36455843,36523544,12
33483596,31057370,14
36321215,36973663,39
37440104,37963522,42
32701276,30646562,14
31535672,35033308,13
32971911,30129465,45
30047380,33016188,13
36122948,33282511,13
32385006,37750350,10
32908905,35387219,15
35473138,35526828,17
30018740,33310511,10
35554017,32906713,11
37430941,37417127,19
34013245,32935101,14
36186258,30794899,11
34332116,33141261,11
36558881,31824332,17
35815316,37130946,13
34831980,36172142,36
35150642,36288756,12
34380598,35315163,20
33883164,36598129,15
36848452,37581683,14
30415713,33637035,12
36120706,36464716,16
34075415,36865542,16
35501046,37249024,30
30100143,31170821,35
32489194,36275199,10
30280511,32668413,21
37133861,32346397,10
33382721,30420148,12
33814491,36131645,20
32775536,36110062,63
34865015,32066288,20
34375837,34168470,11
31025747,30975206,25
33538537,36321215,19
31665929,30733016,29
33100185,35923498,12
30908235,37303976,14
30420148,32041876,11
34518981,33986320,10
36556009,36240179,22
34696063,36199161,21
32801270,30801117,129
33229176,32748819,20
30861674,30636263,40
33658880,32701276,16
35377062,36131645,16
34107678,35924780,10
33427528,34836396,48
31542880,30754215,29
35867076,36858103,15
34377191,37082654,22
35225024,34173645,13
34210874,34865015,14
34318860,30841878,78
36868903,34141453,45
33727375,35076208,26
32449871,30100143,13
30804831,35409644,10
34149649,35345340,10
36556009,36558881,52
30981527,31688312,10
36440107,34174472,14
32614052,30435708,13
35806338,34852607,13
32348184,34173645,10
37659465,37642664,128
36056398,36326340,16
32470603,36066808,36
36589259,32494659,14
35272459,30653990,31
35444037,36971721,30
35535530,35831641,15
36918264,36505589,10
33613909,35998980,14
30435158,35873759,21
31481029,32244874,25
35768310,36495671,16
34674091,34648997,12
35136208,33637035,14
30271497,35209789,10
37957229,37957013,28
30231821,32993977,10
34899812,35171597,11
34029555,32339052,25
34206190,32678741,36
33656479,36640284,49
31742452,30794899,10
34588167,33949416,10
34489618,34350563,34
35043274,30231112,27
33741012,33659247,21
34924524,32833477,13
35699801,36853437,53
38144348,38146120,28
33877997,35077632,12
33047088,33877997,11
33053423,32965299,13
31636011,35272459,19
35300615,36594988,15
36049626,31856960,10
33567759,35015263,12
33741012,30179026,13
35889170,35910557,20
36567702,37060342,11
33650629,33659247,20
36587791,36705960,10
35292105,35381549,10
37491902,37488447,22
30884848,36056398,30
33180013,32244874,20
37126359,37493482,28
36947764,37792940,13
36822060,36589259,11
34852607,35806338,36
33589896,33570149,85
36468460,36468300,31
33410046,30341295,17
31047387,32705579,18
32513561,36839248,15
37163951,37205167,38
30850094,31990757,18
35476416,32678741,25
35640231,34377191,13
33345497,34552502,13
36586353,37792940,15
37977278,37961415,18
35724927,34440707,15
30722764,33186059,12
30075015,34813775,10
34853191,35885657,33
34976268,34852607,20
36756548,30884848,15
36161749,37267501,15
32098731,30030357,18
32323803,30290264,13
34138409,36822060,20
34736649,34446234,11
36223099,30842309,12
35307646,35372965,10
34161745,36018386,18
33205046,36356881,10
34340581,30907288,17
31279545,31044989,23
30402797,30638134,24
34715902,34719199,40
33079632,32339052,16
35006196,36423996,10
32639775,31066408,24
33075248,36268207,34
33605241,31288901,23
30493425,32712755,21
37414580,37318314,71
36041497,30695377,14
33907098,35125291,12
33483035,33822650,20
34254306,35964235,16
33642217,37205167,46
31353718,34365003,34
36687711,35867154,73
35104436,36242770,13
32110874,35347912,13
36360891,36357996,12
33121837,31898468,25
32660785,34347557,160
30894392,30687501,15
32140215,35112280,23
32313564,31761258,22
33656045,33653735,24
34196802,34813914,13
35479468,30139983,10
35948872,31903341,19
33489590,33741012,15
33052354,35937208,28
33936689,36487498,30
31996802,36945160,16
33394129,33313520,10
32691481,32497744,12
37589405,38139878,10
35906023,37663155,12
32303037,33494507,15
33270435,34344663,15
32736453,36945160,15
38077745,38008826,77
31198598,30936308,18
32724123,34511655,33
34032260,30900161,13
31864223,34967833,22
32915131,32565910,35
37394009,37184852,12
32854653,32705579,21
33448903,32727400,39
13110624,35775632,11
31641547,30651650,12
35513419,34063086,12
32007445,32037317,16
33650629,33741012,19
31066020,34584510,24
36069827,33353468,13
32732135,32736453,13
37245254,31954795,11
34888837,36647540,11
34307448,30165103,11
34694659,35125291,10
32300116,36831398,17
36443444,33494507,14
32921060,30992900,54
32900655,32917118,30
30214510,37536461,29
32626941,35722645,11
36421542,37783839,11
34517615,36610499,10
31757220,31005537,41
37803159,37710100,20
37309443,37334416,15
31016117,30994836,11
37357863,36756548,10
34459173,37347010,14
31761361,37114610,19
36444313,36418665,12
35907809,36665044,45
32547783,35190240,15
30723438,30992900,45
36660340,33726848,16
33122573,36660340,28
31756211,34517615,21
35961467,31736161,10
35611805,30446100,19
35473156,37760362,16
32286431,36242229,11
35269470,34326061,36
31262486,33057203,41
33879721,31512347,25
32887952,32732135,16
32045776,33874107,15
32993977,36940941,10
33461882,35478868,29
35472868,36126582,19
32912517,36641938,14
32323803,36441707,15
30426077,33337399,17
37308173,36576689,24
31088565,30589788,26
35768956,36269381,31
36463325,36471636,25
34433699,33497065,65
33932764,36390880,12
35887691,36011232,21
37489108,37417127,20
32602459,30907493,70
35914980,35883527,17
13087855,30148781,10
35677126,37557452,14
30272255,30930682,31
33380758,35907809,30
32163061,31948225,30
36437537,36300448,15
36285250,30879453,29
38153657,38153947,13
33679272,34545201,11
36487498,33936689,18
37720305,37436363,16
35863547,35473138,11
36482331,30375070,15
37695456,37703557,11
37263229,37914220,27
36238855,36644592,100
35884674,33879721,10
30699549,33449649,157
30790199,30789074,10
13103684,35840921,16
37844683,37824463,16
30903576,35083778,16
35091785,37247226,15
32758763,32599752,10
32652211,30977956,33
30650990,36048891,13
33425776,33418524,12
33377717,35823105,55
31030538,32155833,16
37296229,37319815,33
35190978,34047179,10
33129876,31016117,12
36347237,31891992,13
35991084,35914980,16
35867154,36996137,149
34251127,35810943,32
31353718,32842798,26
33049917,37436363,23
33140713,30375070,11
35198161,33214297,36
35040690,30863656,11
33497065,34433699,13
36540931,34246172,22
33902005,33497065,111
33863695,33419396,17
35655845,37562846,28
33277710,33418524,10
35659359,34006001,27
36272065,36361420,45
33555067,33305352,16
30861674,31800827,13
32744536,33547121,15
33321321,33902005,22
32143904,31397611,14
33225943,35471597,14
30481200,33717148,23
35724927,34003023,15
30975174,30374790,12
36412576,36585670,31
30410374,32891358,61
36687711,36608844,116
34012515,35331161,20
34055834,34948003,62
33943720,35498853,22
37820750,37803601,86
31309972,30792767,11
34709106,33323038,10
32983135,34433699,47
34217727,36074384,83
31076745,36731316,188
33670724,33656045,16
33631284,36188352,13
33387282,34198753,14
31769557,37498382,13
35278882,35423356,27
31529607,36276875,39
37074624,37075263,41
31250309,32311158,11
35889709,36377336,19
30449408,34751681,34
33814491,35377062,15
36733079,37239601,14
36266502,36688145,12
35821998,34934967,28
34247883,33150270,18
31628587,34985030,14
33617274,33699279,40
31206558,31076745,63
30266166,35632494,18
37440652,37428784,186
33204148,30569763,20
35814149,31840630,11
35638196,35430777,20
37589308,37611097,10
33449408,37279752,20
30266817,34247436,13
36995122,32906656,15
33874107,30442501,20
34066901,31529607,11
32429904,33072305,10
38057592,38082330,39
36534473,32861983,25
36161729,36136603,16
32996229,33834169,10
31052344,36254783,32
35110365,33814661,78
37384001,37406802,84
33258482,37070559,10
34641798,36614360,16
35041095,33305352,12
33080409,36148906,14
32493102,33200755,10
35867154,36687711,102
30505629,35110365,33
35691374,32326778,21
32929263,31852843,13
35820769,37027961,58
36545552,35040690,12
33285159,33204148,13
37420583,37420642,10
34303932,32929263,13
37259970,37279752,19
35749546,35818497,51
32314237,37813190,18
32857477,34093837,43
33641620,30655922,11
36591267,33703355,113
33254538,36013790,10
33180013,31557673,12
35870061,36136603,32
32171390,33469246,31
36409434,35934090,10
36629019,33243523,21
36410691,36690494,119
30679174,36545552,21
35941756,34779778,17
30512147,37211821,13
36682649,36684819,35
35546127,34162101,14
32844408,36268150,41
31832810,34066901,14
36144882,33418950,12
30494424,35054616,21
37791859,37819725,17
35071478,36549693,56
35895186,30948007,71
34404928,30700386,10
31226302,36538932,13
36361880,36379011,22
30800766,35054616,37
33287065,33475733,22
33622522,32184742,11
31204155,30475833,11
35740361,35656973,36
33206284,37051285,10
34569021,36449421,21
33987240,36549693,22
35708942,30062804,19
37953892,37978249,21
36160962,33377611,12
30127918,35814913,13
36635006,36631185,35
35177228,35174910,24
32812836,30062804,18
33339890,32590942,14
32594104,30139983,15
35391841,36535750,14
35071561,36443444,13
30627987,32299649,14
35010632,32969433,21
32494456,33874107,15
38106313,38111299,12
36381396,36300882,83
33119798,31381697,24
34888883,34620785,14
37191429,37322902,40
37584745,37581808,28
38122354,38111299,12
30234127,31833329,12
32629507,30624051,13
34334841,33494961,13
34420571,31627006,19
30090124,30403541,27
35971520,34316892,10
30743467,35207779,13
31851571,31787543,10
35108592,35870061,28
13108373,30613960,30
33266206,33200755,19
30942077,35411396,17
30485209,31082566,24
35855868,35941756,13
32592130,37416276,30
35138620,30090575,39
30624284,31414022,17
33063518,35807830,22
33300520,33278258,14
30490946,30404868,17
36697639,36604647,24
31454454,34104686,27
34653731,35819214,73
35930335,36718747,15
35143393,36469170,104
30005848,37398291,14
32379403,34104686,16
36925999,36926086,19
37273156,37326130,21
32091949,32029917,201
34094478,30410374,11
34520108,34105115,11
33108036,35865110,28
35304104,36904327,35
31371999,30165103,13
31030538,34680518,62
35930497,37769212,64
36727995,36226031,11
30943750,30370473,29
37162082,37162232,85
35980719,36111508,78
34736971,34971428,10
31240428,35123695,10
31907883,33449649,98
36348878,37299847,18
35168857,31750670,31
31693465,36678694,44
34857275,31261131,35
37658468,37615249,65
32926203,34334995,34
38153716,38153851,12
35387824,34779044,15
30373625,31707839,14
33309654,36374169,10
32831467,33180013,20
36620053,35865110,14
37256720,37191429,11
37309443,37593397,47
36406091,36270278,10
31310339,36116088,21
37465966,37658468,131
31178543,36650034,12
36255243,36250902,49
35377010,32026828,10
37446977,37450885,17
30481200,31171673,13
30794918,30790420,14
37821154,37959865,13
35450757,36392446,16
34384573,35930335,19
34269811,32295535,25
33485153,35377010,10
33622817,30641407,13
34578129,36635006,11
31342345,33107694,49
33555434,36357171,32
35368271,30979666,12
35592506,33410096,23
35045849,34908572,26
35492781,36270278,15
32257540,31878872,35
34253389,35748403,35
31733442,31153321,15
34877666,33214297,11
32535257,34722770,10
35993529,35613225,60
38160098,38160848,15
35510282,32257540,14
30379017,30901626,13
35585454,30925993,26
36166822,31851571,13
36818870,38162229,10
30642449,33686604,21
36241409,36246739,50
35667298,36280680,14
36387565,36382382,14
33246288,34712703,24
35030079,35304272,15
35740389,36260221,10
35947430,34326275,13
37266897,37509444,11
36831694,34517615,24
35323995,36455927,18
32809581,36003953,15
37300581,37585930,20
35887691,36463325,46
34326166,30901626,14
32216250,30537052,14
36700748,34110194,24
33607311,31190291,11
35865110,37206199,67
34243779,36465362,12
32586122,34522628,122
33121837,33312580,45
34183283,36936448,38
30999132,30841264,22
30872298,33607311,14
36279553,36569385,25
31052547,30840910,62
35767487,36422817,27
33872357,31695801,28
36452156,36450896,30
33686973,36459918,34
33082765,33007668,40
36713020,32295535,10
31182182,34418373,15
31695801,33872357,14
34315025,35900816,35
33817175,35495581,14
35992914,32967217,12
34791938,35374926,45
36434964,30872298,12
35996591,37121824,30
30597672,31895310,12
35943424,34622449,18
33119719,32524737,13
34270209,34265804,13
37667019,37309443,19
37465966,37509444,11
35930335,37729483,14
32613796,32053600,24
35268526,30644996,18
34752335,36037623,18
31073276,32813875,43
37753037,37809887,62
35212417,30545657,29
31001290,35413166,22
32853501,32957932,29
33146292,36946793,14
34563362,34567920,15
31042378,30669379,11
34323576,37342327,53
35444502,33716251,13
31404839,31559301,55
32867077,30903086,31
37140488,36136360,18
31203310,32762321,12
36279665,35198436,16
36240179,36556009,33
34859971,35628454,16
30605450,36286312,10
34330542,32961132,11
34299198,33460457,19
37268559,37796966,10
33442888,35218928,39
33232667,32675771,17
32828347,31659515,24
34780972,35974633,31
34098466,34992979,15
35304509,36388756,15
31989042,37437873,17
33107250,31977820,10
32460946,36422627,11
33058234,32575084,33
31832359,36620053,14
32729673,34565380,47
34324335,30732826,27
35381549,34373566,12
35628454,35930335,14
35724927,36279553,16
35126563,36677746,23
30361382,33502929,11
34101693,34780972,15
31788536,30834440,17
36105110,32229275,62
36614610,37206199,10
38109204,38110075,10
31261251,37072478,28
37055154,37067631,18
35574586,35738286,14
35525982,36509510,13
36048374,37054760,37
35114952,36206943,22
34677288,36156026,13
33866068,36614610,25
32024803,34132287,13
36116447,36112830,71
33132547,35980458,18
36941558,37551330,18
33701429,32005233,23
36948473,37088303,31
32766945,31434590,11
32186579,35650460,30
38154511,38154531,47
31629494,30832151,17
35120568,35116292,10
35656675,36893348,11
34825359,36631185,26
32736453,33339323,12
36100868,33705237,15
36403613,36486057,20
37040714,36875273,11
31133845,31525897,12
33647207,33516229,12
33439877,32151718,11
31996802,32736453,23
13118169,37585611,31
35323003,35574586,16
36895520,36898850,17
36235293,37470835,33
32956250,37063528,11
35768411,33758824,10
31180452,36267341,11
30998297,35929656,13
36119215,36116447,38
35937199,34449617,10
38158480,38159838,52
36034079,36050714,22
35484946,37623227,45
36550444,35834648,12
32998869,30367610,24
32587972,30531474,28
31865454,31267140,35
34129239,36287303,43
34846978,31052291,13
36282085,36154467,49
35812206,32755842,14
35093796,34121006,16
36075900,36048374,22
30989457,34970311,47
36076820,36066817,31
32401407,34494308,23
36561959,36270523,11
34633526,31219352,40
32861983,34719195,10
31133845,31130165,52
35598153,36978880,22
30829070,30798330,14
37194426,36746147,15
30764425,30525500,10
33814661,30952554,12
30638851,36384524,17
37291749,37331561,24
34121334,33696723,26
34045736,32441532,18
34718094,36487398,10
30092225,31165233,16
31172396,31507237,20
31099031,31744098,13
32965614,31219352,52
36467590,35165233,15
34940147,31603953,19
32470603,36068073,15
33494754,33309654,17
35777406,30718826,10
36662994,36661860,77
30347966,34677359,16
33484264,31546309,19
30668932,37255387,11
30668332,35198391,11
36675323,35494838,30
35625090,32164523,43
33063924,30845569,51
37532478,37538615,56
30386190,35010632,11
32705579,31633946,13
33879073,34272618,11
13072842,35809656,16
34848956,30289804,25
36077745,36076820,12
31566664,30107434,54
36320230,36505619,34
35806338,37638142,16
37162082,33187172,16
34295672,30773442,54
34710855,36534111,10
33293021,36438670,19
37513368,37532478,23
33784010,35036208,10
31555707,31566664,26
34847864,32965614,33
37932970,37910494,33
37375593,37484069,35
33029309,31654815,22
36017897,35282077,15
32557224,35784128,16
34147502,30845569,38
36443950,36487398,26
34173645,35225024,16
33830935,36509005,18
33431309,30763839,11
30323012,37368094,24
37387809,37364997,10
34069696,34622449,18
35887680,35838722,10
35781776,35777406,24
37604848,37462111,23
36406091,37173389,17
32088263,36922551,57
34359046,30804978,74
34448117,32414012,18
31852770,32533826,14
36160630,33688541,14
36478328,36245659,48
31837864,32174097,14
34644133,33399441,32
32932055,35667298,13
30825170,37255387,16
31431415,36252196,24
30218839,33892595,25
36921416,36922135,14
31614879,32965847,15
31766650,36210211,26
34347142,34609319,20
34178810,34958964,30
30537052,35935480,10
34963497,35067810,11
34722225,37311493,24
37108275,37110004,10
36143682,34703029,12
36723354,34859971,23
34265777,35650796,10
35552839,35058590,87
36117306,36434109,39
33558239,33867719,15
30046063,37193771,13
31901094,34722225,19
33184064,31203310,23
34960951,35643778,11
31170821,32449871,35
31908488,32470936,13
32511138,31695756,15
37320354,37019870,10
34586002,38155125,16
37171272,37236268,13
34623341,37662038,28
32762259,32289968,24
32993536,34347142,11
35821998,36161601,25
31355179,31589008,30
37578286,37933565,19
35324768,32797012,21
36280680,32932055,11
37283284,37288101,13
33434445,32248327,10
37529794,37375593,16
37205099,35096929,14
35910340,32956141,12
32362969,32507069,27
32703912,35324768,13
33565371,35594496,10
36883991,37635825,17
35677126,35771904,25
31505119,33073341,10
31702010,34703029,20
36947549,37288101,24
34017409,34214815,57
35277195,34227200,18
33109640,36187624,11
36352916,37529794,13
36514968,36465120,10
33381290,37063566,12
34171610,36126416,13
35399659,35799205,13
32289526,35045461,21
34766820,30347966,25
34807829,31555707,21
32812836,35708942,28
36649380,34791938,60
31879928,35710553,19
37467296,37487959,10
13069394,35277195,13
31589008,31355179,14
30937406,35749778,61
37012819,34057944,24
34176754,35896411,15
33098623,35964235,19
31055218,31481029,14
31111783,34176754,10
32900886,32343463,15
34950782,32963330,10
34476353,33070438,14
35347267,33989096,11
36707468,36693551,18
31995037,37070559,12
36580598,37335020,37
31078855,30982147,11
30481200,30301579,24
35323393,36107392,14
32732307,34001203,21
33401086,32423776,15
35743171,35711913,11
32813053,36174042,19
34556484,31879928,18
31106807,31469662,33
30632495,35976356,16
30167554,36325822,21
31512437,30648868,16
34907510,36163282,14
36558654,35620594,20
37554927,38040212,13
35604324,31610328,19
36199287,36604647,33
30620754,30226082,11
31032500,34629395,18
33239578,32905100,15
35418873,33211772,15
37610218,37593221,48
34458208,37016897,21
31203310,33184064,19
33238268,33342778,11
31156465,33193132,32
32198535,32608342,51
34624939,33184064,19
32813875,31073276,11
34590493,32053600,36
37566158,37566322,10
33938104,32567609,16
34333557,37894737,13
35020951,36433666,31
30466594,34871984,11
34425452,36148763,13
32045776,33087734,20
33307851,30217918,12
35374889,35576083,19
36422528,36405851,64
30402797,31145105,22
35796471,35396971,28
35615723,36235573,12
33688815,30737122,13
31232963,31847442,15
35431311,37016897,16
35073967,34573275,20
34705822,36409820,14
36512558,36341557,12
32689499,33540085,13
33858707,31111224,11
34486294,35431311,11
35025265,35185314,10
35141635,33835830,11
37823507,37822630,24
37497282,37421288,19
36160751,36015117,23
35677098,32969433,24
36663495,36662994,54
34434435,30811828,29
30236224,34575135,10
34359553,34290696,11
30305977,35863137,10
35203265,35876192,25
36244353,37223147,119
33009534,30350133,11
33653735,35994918,28
35271999,37453518,12
36680062,34305959,11
34023993,37695674,18
35824611,33274980,35
32940099,34359553,14
36869362,36680062,12
30085806,36176638,159
36405851,35677098,12
33391543,35551550,12
34860560,30213223,10
30454770,30740874,13
36186258,36165772,30
35268526,32844106,31
34251753,35743917,10
34616179,37381052,54
30740874,30454770,15
36650034,36651140,38
33349966,37695674,14
34359945,37096972,10
32493732,30596557,13
30043978,34486294,12
30717166,31870494,10
36161729,36187019,15
37791351,37610218,20
33095260,33362329,13
35319333,35277195,11
31091299,30896866,14
33003196,32358210,104
35536338,30365344,17
35201143,36280592,12
35896012,35978434,20
35421976,34860560,13
30084357,35277195,11
34315827,37054760,19
32550721,34616179,25
30413325,36015279,16
33659247,33741012,15
35419461,35974930,10
30147544,36453934,18
31136050,32219684,15
36224749,36505889,18
32983135,36044951,78
37837417,36651140,23
35620793,35638252,14
30589711,36021642,10
13083639,34588743,21
30692967,32318210,10
31654645,33132628,28
33949447,31410648,49
37543012,36285936,23
38159901,38161033,43
31030538,34663575,21
31922749,35267664,11
34193659,30396406,55
34766572,34601081,11
36411638,36625545,11
31736822,32029917,47
33095265,30565254,11
33348626,31829019,11
34884539,34758525,19
37280116,37837417,10
32710351,36172756,27
34394680,33191796,12
36252438,34194241,33
35911079,36244353,70
30925102,34194241,27
36955204,37063122,63
34321095,36557936,17
32996774,34334995,34
31779265,36213856,11
37198365,37065460,159
33314335,30639879,11
37267589,37274497,29
35854383,30536092,10
38159464,38159494,33
36603152,35108625,16
32873272,35947430,12
33116408,35646908,12
35892537,37506018,20
35579031,34884539,10
35075016,30465454,10
31475474,13118996,13
36213856,31779265,11
33422469,35146303,15
35180449,35073967,47
30809695,34719195,11
35320509,30925102,52
30734540,35391554,10
30100143,34697798,44
34374385,35437246,27
31157727,36019242,10
31744904,35073967,23
31006879,34656563,20
33576969,35091807,16
32579934,31764486,11
34588743,30100143,11
34740497,34752335,34
31049862,34728343,10
33285865,36532864,56
34728343,31049862,11
35846068,36550444,47
32639565,32951087,24
30063294,35135215,35
36111851,30470875,39
37743453,37613228,31
32622337,36078810,59
37032425,36202265,11
35743690,36570235,11
34945684,30838369,26
31361454,33683296,11
33798841,33851905,10
33821876,36328187,20
34433699,36662782,79
31516185,37322565,18
30606463,36328187,13
31210144,30809695,65
35980062,31536275,10
32367230,36317274,32
32927086,35859512,10
35635923,30232086,77
36339566,31010645,23
36001811,35319447,21
33009534,30838369,32
30425784,30302920,11
35031145,32367230,10
30896767,35635923,12
36787185,36489841,11
35456436,32282222,10
32450407,35293228,10
35398836,35408400,44
33912824,36410244,24
34666862,32977937,10
32206184,36320995,56
35319333,36320995,16
32282222,35456436,13
36689262,36801819,49
35962623,37046881,16
33507064,33009534,12
36377336,35738636,24
31520056,36460316,13
31282533,34970311,32
32518870,33829419,11
34842158,30986853,12
33666854,30534627,24
32769026,35997039,29
33945200,32367030,28
35045202,37001148,11
35277195,36320995,10
34642213,34826255,20
32871342,32269519,10
35409800,35790514,19
35025365,36495335,19
30258416,33452642,41
30911113,37606659,17
35610909,31251182,12
30767930,36379499,11
34608566,36579594,10
30314122,36069672,10
30819352,30815544,18
35311002,34963883,27
33295676,30049334,10
32983135,36893348,11
32222626,30260928,10
37274126,37390209,14
33661435,36416677,13
36162009,33458694,84
31636011,35465136,20
35842740,36377336,31
34853513,31150140,23
33155833,36748869,27
34571783,36164595,12
37420049,37923152,21
33173403,35329822,26
33868356,30577435,16
31027563,33274990,43
37320793,37323066,16
36400364,36828052,12
32315595,31642046,44
38138977,38140327,14
36487289,36990226,10
32374671,31475457,12
31137101,35610909,14
36946532,37671829,13
32573477,30253097,11
30277064,35525655,19
34101427,36111508,30
36346166,37323066,20
34368610,37419712,49
32732477,34644133,16
31247398,31245586,16
35784128,31374765,35
31374765,37121641,86
34641122,33006488,12
34095062,35957532,18
31229736,35213972,11
30530775,36209843,51
36409282,36674670,13
36329628,34588949,12
32895756,35893942,37
37327624,37318314,31
33814661,34970311,57
35673488,32762321,24
31533752,33109640,28
31871644,30196796,10
36351003,34394680,10
34154714,36681797,25
33437943,33814661,46
38154413,38154511,318
30649595,35859512,10
37648145,37544233,43
34679133,31016747,78
36955204,37415873,39
34924524,33560165,24
33951339,35720135,30
33392075,30134955,17
31132231,31443532,19
37543012,37090244,92
34727463,36428780,12
31474359,31147812,44
30225056,33100660,11
30229334,35066447,21
32765830,36361571,19
30957825,34368610,26
30062668,34154714,32
35073967,31432764,10
30308648,32996965,13
33613909,32647661,32
31742452,33868356,13
30829759,35860307,14
31458940,31564085,48
33997035,35222999,46
36131123,36109298,28
33029966,36236599,21
32447263,36032236,57
30878128,32125487,26
33350449,33889510,16
35974130,35590116,14
33180013,33325399,13
34331992,34300008,24
33630967,33589896,11
31186502,31380376,28
35954511,35652719,34
30405772,32915047,22
35109496,30350686,24
34376772,36511692,15
32817062,30736507,15
36091722,36533214,10
35764337,37360457,58
34487504,35471835,39
31249245,34424375,22
36301662,36361571,20
31929015,33834883,10
