6,150
6,36
29,84
29,52
136,84
82,142
90,312
24,142
24,312
192,142
192,312
65,6
65,7
219,6
219,7
6,26
6,65
6,219
13,6
13,7
13,26
26,65
14,1
14,42
14,4
7,34
7,2
7,226
7,35
34,7
34,35
13,4
34,6
34,4
52,6
42,8
57,8
110,7
47,52
19,52
19,47
34,52
34,47
160,7
11,7
7,110
52,47
7,18
6,19
26,19
10,96
10,225
84,96
84,10
84,225
1,96
225,10
140,6
357,6
357,140
143,6
143,140
7,140
26,140
31,29
36,13
6,13
6,163
7,20
7,66
7,269
307,6
7,307
6,307
6,20
7,276
26,52
47,140
47,7
47,143
4,140
4,143
105,47
105,7
105,4
140,7
357,7
143,7
195,11
195,7
12,6
12,7
12,4
12,52
133,6
133,4
133,52
4,133
24,8
24,4
42,6
167,1
3,1
1,70
4,70
70,1
70,4
8,70
240,7
4,36
4,150
226,7
26,36
26,150
99,4
99,7
163,6
163,27
36,47
36,27
6,27
9,132
9,4
9,152
12,8
7,132
7,152
7,13
26,13
26,20
84,545
1,545
545,84
1,137
137,1
137,29
137,4
21,24
66,31
66,11
117,4
4,105
7,105
10,31
10,5
1,54
5,54
11,10
152,6
152,9
7,160
29,31
1,36
128,7
128,9
128,4
202,7
202,9
202,4
100,9
100,4
4,19
47,19
47,6
214,4
214,7
214,26
214,19
214,6
26,99
8,99
4,99
80,42
42,80
4,366
34,26
166,26
4,83
4,35
35,26
26,35
6,133
4,20
52,20
81,8
80,8
18,4
18,7
135,1
135,29
1,135
26,1
1,83
8,80
8,36
11,26
90,10
269,4
7,44
4,269
68,29
98,29
136,42
29,42
29,98
71,4
71,1
71,8
26,34
26,116
34,8
34,116
65,34
4,116
116,26
116,8
116,34
8,84
8,10
4,84
4,10
7,31
38,44
7,42
1,98
1,68
68,4
68,1
4,68
98,4
98,1
52,26
207,7
9,307
307,9
444,9
444,307
444,6
52,5
52,53
53,79
132,4
6,105
366,1
1,161
38,4
4,161
4,44
8,24
6,34
31,66
1,285
8,285
29,285
31,6
31,7
210,7
210,4
105,8
24,1
272,1
1,7
9,67
26,139
6,140
6,143
4,139
105,6
105,9
329,9
6,269
90,167
90,1
8,90
83,1
9,26
9,1
192,90
192,24
192,85
24,85
8,46
489,4
489,1
8,489
4,489
307,4
307,7
444,7
100,52
90,71
15,1
15,71
167,90
101,4
101,99
101,7
99,8
8,18
4,18
161,4
161,1
161,8
129,4
129,1
26,188
7,188
1,130
1,32
1,153
8,130
8,153
285,1
29,130
29,32
7,99
152,7
152,132
9,66
84,6
1,144
101,26
24,130
24,267
24,154
24,136
8,12
165,137
165,8
137,8
4,137
11,195
195,66
66,195
9,36
11,9
133,202
133,9
4,59
42,52
59,52
59,8
153,8
153,4
32,8
32,4
336,1
336,8
336,4
72,7
295,142
142,295
8,31
6,67
9,20
9,13
67,9
67,6
4,13
47,27
47,12
4,27
26,27
26,12
7,27
1,472
52,163
142,90
4,135
29,135
79,5
79,1
130,8
130,136
29,24
47,29
6,2
8,71
71,47
42,47
42,71
4,130
1,85
6,59
6,42
105,1
59,42
59,47
46,7
46,18
45,7
52,12
52,18
4,307
9,31
4,45
7,45
45,4
26,241
188,7
188,4
53,52
60,52
5,52
4,53
4,5
105,52
116,7
46,8
46,9
19,8
19,26
19,9
322,6
322,8
130,1
130,4
285,4
34,12
8,60
8,34
304,7
304,34
7,60
4,32
4,285
46,1
133,128
52,105
7,396
83,47
13,100
13,9
29,26
26,29
3,84
20,7
12,19
116,4
7,116
100,26
8,81
106,4
106,1
1,129
129,29
4,129
38,20
90,170
90,169
90,168
1,168
168,90
168,169
168,1
169,90
170,90
170,1
4,74
26,64
27,83
27,26
27,19
83,19
8,19
29,129
322,1
322,4
228,7
106,8
1,100
206,1
58,1
145,24
62,4
62,7
7,240
152,4
331,1
6,11
26,11
8,163
8,20
2,7
12,20
257,9
18,52
192,84
7,233
4,233
12,27
55,7
7,14
4,14
8,14
136,31
136,130
8,161
29,10
31,10
10,29
3,4
26,291
4,291
7,291
29,336
153,336
32,336
6,12
7,150
20,6
26,66
34,291
34,214
4,214
26,214
42,26
297,4
297,7
90,492
1,401
7,329
135,8
18,26
26,18
27,9
36,8
9,202
9,133
100,8
26,166
47,34
34,166
35,34
35,4
12,26
4,219
47,83
7,219
4,153
31,130
47,42
82,24
246,10
105,26
59,26
59,6
44,1
175,90
175,1
90,175
9,47
100,47
9,105
19,6
80,47
4,297
7,297
84,573
573,84
1,573
573,1
10,30
464,1
30,10
7,10
96,10
8,44
206,4
1,175
100,13
8,59
38,9
20,9
6,37
4,38
4,37
9,38
37,4
18,46
1,18
489,8
7,623
62,26
8,73
8,322
84,287
84,29
1,287
1,228
287,1
228,1
400,4
400,59
52,9
226,4
26,210
4,210
460,1
460,24
31,24
1,15
4,166
12,34
34,20
14,8
154,135
42,84
31,47
4,401
4,206
1,206
44,20
4,399
84,5
84,267
82,272
9,674
9,380
380,9
674,9
604,9
165,1
165,4
11,34
1,193
401,1
26,42
8,137
130,29
24,29
79,53
13,150
7,274
13,52
376,9
1,123
1,14
42,29
42,14
321,84
321,1
96,84
96,1
1257,1
1257,106
1,1260
1258,1
1258,106
9,128
7,115
14,105
42,78
79,4
52,83
291,26
291,4
291,7
35,7
4,136
1,268
60,47
52,19
6,84
11,6
18,34
34,18
12,9
84,136
38,7
20,52
150,20
150,151
26,9
150,4
151,4
7,112
10,11
249,1
3,6
34,105
34,100
90,8
175,84
36,1
1,3
214,8
10,321
84,321
52,84
384,84
34,84
144,4
144,59
12,47
12,13
6,29
8,135
7,214
6,214
8,214
9,376
10,6
6,10
8,136
137,136
161,52
14,47
204,154
285,29
1,167
8,100
285,8
4,306
14,6
1,165
8,165
4,165
137,165
136,135
47,18
8,106
83,27
52,59
52,60
136,47
329,4
18,1
130,192
336,29
27,37
9,258
186,4
186,7
188,186
186,188
7,186
7,65
9,623
82,90
233,7
42,105
7,210
3,8
74,4
84,130
6,18
18,8
90,272
1,336
1,272
47,59
228,4
188,26
186,26
28,7
46,6
63,4
47,136
545,1
52,42
27,47
7,37
9,19
228,10
100,34
37,7
150,26
44,7
46,27
47,20
34,65
623,7
8,3
84,3
52,27
90,4
71,90
4,90
4,336
8,336
27,233
84,154
69,7
6,3
7,3
8,236
8,235
228,8
235,236
235,4
235,1
235,8
236,235
236,4
236,1
236,8
210,26
84,350
80,84
4,400
400,1
82,1
123,24
123,1
47,84
42,7
26,105
1,58
128,6
4,331
4,236
1,265
1,236
31,84
19,83
7,166
166,4
166,7
166,34
7,139
10,90
10,24
5,79
171,84
84,246
84,711
154,31
4,61
66,52
8,400
26,60
350,84
84,85
387,4
7,28
8,154
12,214
7,317
291,34
99,101
99,26
42,136
52,136
100,1
4,151
7,151
6,151
26,151
150,27
151,26
27,1
9,604
130,84
391,192
391,24
84,605
2,4
34,19
1,19
387,1
399,8
400,8
128,133
258,9
67,7
84,268
7,117
4,186
61,4
61,1
233,27
47,14
52,14
52,13
19,34
4,3
29,3
1,61
14,26
84,90
176,7
176,4
2,6
35,6
84,24
140,139
140,4
143,139
143,4
139,47
139,4
139,7
140,47
9,257
9,329
60,26
60,6
241,26
34,11
20,26
136,6
64,7
188,6
7,159
7,69
159,7
7,38
225,84
65,47
139,26
139,140
143,47
52,66
312,24
9,11
52,140
8,145
321,10
6,35
329,7
136,24
130,24
1,235
59,14
4,188
233,4
214,52
265,1
605,84
142,312
36,150
186,6
297,26
12,219
14,12
150,13
47,112
19,27
136,10
287,84
18,6
139,143
1,12
12,36
163,31
12,18
84,11
12,143
52,34
4,228
99,6
163,52
6,99
214,47
47,214
7,202
29,68
219,52
1,231
13,12
14,59
12,105
231,1
246,84
143,12
416,4
416,1
6,186
139,6
64,26
144,1
59,144
321,29
12,1
1,321
4,321
4,226
231,84
267,84
47,66
485,4
485,1
1643,84
79,24
1643,1
84,802
1184,10
1184,84
321,231
84,231
267,1
802,84
321,246
90,79
246,321
711,84
321,225
485,29
90,391
391,104
321,267
84,1643
321,130
231,321
84,808
267,10
168,84
168,79
246,808
10,808
321,808
321,90
90,1584
168,1584
168,492
168,391
175,79
175,1584
175,492
175,391
79,192
79,104
79,1683
1584,192
1584,24
1584,104
1584,1683
492,192
492,24
492,104
492,1683
391,1683
84,168
84,175
1184,321
84,1184
321,1184
321,168
321,175
246,225
1184,225
1184,808
802,10
267,321
802,321
84,1696
84,1697
1696,84
1697,84
321,802
